pair_id,a_speaker,b_speaker,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,a_articles,a_auxiliary_verbs,a_conjunctions,a_adverbs,a_impersonal_pronouns,a_negations,a_personal_pronouns,a_prepositions,a_quantifiers,b_articles,b_auxiliary_verbs,b_conjunctions,b_adverbs,b_impersonal_pronouns,b_negations,b_personal_pronouns,b_prepositions,b_quantifiers
00155,Signor Carella,Spiridione,189,190,thirty three,ah well we cannot have everything,Spiridione,M,major,M,intermediate,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0
00156,Spiridione,Signor Carella,190,191,ah well we cannot have everything,but you would be surprised had she told me twenty eight i should not have disbelieved her,Signor Carella,M,intermediate,M,major,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1
00157,Signor Carella,Spiridione,191,192,but you would be surprised had she told me twenty eight i should not have disbelieved her,is she simpatica,Spiridione,M,major,M,intermediate,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0
00158,Spiridione,Signor Carella,192,193,is she simpatica,sufficiently so,Signor Carella,M,intermediate,M,major,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
00159,Signor Carella,Spiridione,193,194,sufficiently so,it is a most important thing,Spiridione,M,major,M,intermediate,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1
00160,Spiridione,Signor Carella,194,195,it is a most important thing,she is rich she is generous she is affable she addresses her inferiors without haughtiness,Signor Carella,M,intermediate,M,major,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0
00161,Signor Carella,Spiridione,195,196,she is rich she is generous she is affable she addresses her inferiors without haughtiness,it is not sufficient one does not define it thus last month a german was smuggling cigars the custom house was dark yet i refused because i did not like him the gifts of such men do not bring happiness non era simpatico he paid for every one and the fine for deception besides,Spiridione,M,major,M,intermediate,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1
00162,Spiridione,Signor Carella,196,197,it is not sufficient one does not define it thus last month a german was smuggling cigars the custom house was dark yet i refused because i did not like him the gifts of such men do not bring happiness non era simpatico he paid for every one and the fine for deception besides,do you gain much beyond your pay,Signor Carella,M,intermediate,M,major,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1
00163,Signor Carella,Spiridione,197,198,do you gain much beyond your pay,i do not accept small sums now it is not worth the risk but the german was another matter but listen my gino for i am older than you and more full of experience the person who understands us at first sight who never irritates us who never bores to whom we can pour forth every thought and wish not only in speech but in silence that is what i mean by simpatico,Spiridione,M,major,M,intermediate,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
00164,Spiridione,Signor Carella,198,199,i do not accept small sums now it is not worth the risk but the german was another matter but listen my gino for i am older than you and more full of experience the person who understands us at first sight who never irritates us who never bores to whom we can pour forth every thought and wish not only in speech but in silence that is what i mean by simpatico,there are such men i know and i have heard it said of children but where will you find such a woman,Signor Carella,M,intermediate,M,major,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
00165,Signor Carella,Spiridione,199,200,there are such men i know and i have heard it said of children but where will you find such a woman,that is true here you are wiser than i sono poco simpatiche le donne and the time we waste over them is much,Spiridione,M,major,M,intermediate,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1
00166,Spiridione,Signor Carella,200,201,that is true here you are wiser than i sono poco simpatiche le donne and the time we waste over them is much,one i have seen who may be so she spoke very little but she was a young lady different to most she too was english the companion of my wife here but fra filippo the brother in law took her back with him i saw them start he was very angry i regret though that i toppled him on to the bed a great tall man and when i am really amused i am often impolite,Signor Carella,M,intermediate,M,major,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
00167,Signor Carella,Spiridione,201,202,one i have seen who may be so she spoke very little but she was a young lady different to most she too was english the companion of my wife here but fra filippo the brother in law took her back with him i saw them start he was very angry i regret though that i toppled him on to the bed a great tall man and when i am really amused i am often impolite,you will never see him again and by now the scene will have passed from his mind,Spiridione,M,major,M,intermediate,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
00168,Spiridione,Signor Carella,202,203,you will never see him again and by now the scene will have passed from his mind,it sometimes happens that such things are recollected longest i shall never see him again of course but it is no benefit to me that he should wish me ill and even if he has forgotten i am still sorry that i toppled him on to the bed i want to consult you since you are so kind as to take an interest in my affairs my wife wishes to take solitary walks but i have forbidden her,Signor Carella,M,intermediate,M,major,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
00169,Signor Carella,Spiridione,205,206,she does not yet understand she asked me to accompany her sometimes to walk without object you know she would like me to be with her all day,i see i see she needs employment is she a catholic,Spiridione,M,major,M,intermediate,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0
00170,Spiridione,Signor Carella,208,209,that is a pity she must be persuaded it will be a great solace to her when she is alone,i am a catholic but of course i never go to church,Signor Carella,M,intermediate,M,major,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0
00171,Signor Carella,Spiridione,209,210,i am a catholic but of course i never go to church,of course not still you might take her at first that is what my brother has done with his wife at bologna and he has joined the free thinkers he took her once or twice himself and now she has acquired the habit and continues to go without him,Spiridione,M,major,M,intermediate,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
00172,Spiridione,Signor Carella,210,211,of course not still you might take her at first that is what my brother has done with his wife at bologna and he has joined the free thinkers he took her once or twice himself and now she has acquired the habit and continues to go without him,most excellent advice and i thank you for it but she wishes to give tea parties men and women together whom she has never seen,Signor Carella,M,intermediate,M,major,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
00173,Signor Carella,Spiridione,211,212,most excellent advice and i thank you for it but she wishes to give tea parties men and women together whom she has never seen,oh the english they are always thinking of tea they carry it by the kilogramme in their trunks and they are so clumsy that they always pack it at the top but it is absurd,Spiridione,M,major,M,intermediate,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
00174,Spiridione,Signor Carella,212,213,oh the english they are always thinking of tea they carry it by the kilogramme in their trunks and they are so clumsy that they always pack it at the top but it is absurd,what am i to do about it,Signor Carella,M,intermediate,M,major,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0
00175,Signor Carella,Spiridione,213,214,what am i to do about it,do nothing or ask me,Spiridione,M,major,M,intermediate,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0
00176,Spiridione,Signor Carella,214,215,do nothing or ask me,come she will be quite pleased,Signor Carella,M,intermediate,M,major,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
00177,Signor Carella,Spiridione,215,216,come she will be quite pleased,of course i was only joking,Spiridione,M,major,M,intermediate,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0
00178,Spiridione,Signor Carella,216,217,of course i was only joking,i know but she wants me to take my friends come now waiter,Signor Carella,M,intermediate,M,major,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0
00179,Signor Carella,Spiridione,217,218,i know but she wants me to take my friends come now waiter,if i do come and take tea with you this bill must be my affair,Spiridione,M,major,M,intermediate,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0
00180,Spiridione,Signor Carella,218,219,if i do come and take tea with you this bill must be my affair,certainly not you are in my country,Signor Carella,M,intermediate,M,major,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0
00181,Lilia,Spiridione,220,221,do you like music,passionately i have not studied scientific music but the music of the heart yes,Signor Carella; Spiridione,F,intermediate,M,intermediate,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0
00182,Spiridione,Signor Carella,221,222,passionately i have not studied scientific music but the music of the heart yes,i think you are quite right i shall not bring people to the house any more i do not see why an english wife should be treated differently this is italy,Lilia; Signor Carella,M,intermediate,M,major,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1
00183,Signor Carella,Spiridione,222,223,i think you are quite right i shall not bring people to the house any more i do not see why an english wife should be treated differently this is italy,you are very wise very wise indeed the more precious a possession the more carefully it should be guarded,Spiridione,M,major,M,intermediate,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1
00184,Lilia,Signor Carella,224,225,i always do it in england,this is italy,Signor Carella,F,intermediate,M,major,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0
00185,Signor Carella,Lilia,225,226,this is italy,yes but i m older than you and i ll settle,Lilia,M,major,F,intermediate,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
00186,Lilia,Signor Carella,226,227,yes but i m older than you and i ll settle,i am your husband,Signor Carella,F,intermediate,M,major,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
00187,Signor Carella,Lilia,227,228,i am your husband,and i ve got the money and you d better mend your manners for you d find it awkward if i stopped drawing cheques,Lilia,M,major,F,intermediate,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0
00188,Lilia,Perfetta,229,230,none of his clothes seemed to fit too big in one place too small in another what has happened he is ill ill,what did you say to him,Perfetta,F,intermediate,F,minor,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0
00189,Perfetta,Lilia,230,231,what did you say to him,hardly anything,Lilia,F,minor,F,intermediate,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0
00190,Signor Carella,Lilia,232,233,it was not i,perhaps if i have a child he will be different i know he wants a son,Lilia,M,major,F,intermediate,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0
00191,Lilia,Signor Carella,236,237,you laugh,ah who could help it i who thought you knew and saw nothing i am tricked i am conquered i give in let us talk of it no more,Perfetta; Signor Carella,F,intermediate,M,major,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
00192,Signor Carella,Perfetta,237,238,ah who could help it i who thought you knew and saw nothing i am tricked i am conquered i give in let us talk of it no more,what courage you have and what good fortune he is angry no longer he has forgiven you,Lilia; Perfetta,M,major,F,minor,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1
00193,Signor Carella,Lilia,239,240,gently gently,it s nothing,Lilia,M,major,F,intermediate,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
00194,Lilia,Signor Carella,240,241,it s nothing,my love my dearest lilia be calm i have never loved any one but you i have prayed all night for a boy,Signor Carella,F,intermediate,M,major,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1
00195,Signor Carella,Lilia,241,242,my love my dearest lilia be calm i have never loved any one but you i have prayed all night for a boy,you are a boy yourself gino,Lilia,M,major,F,intermediate,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0
00196,Lilia,Signor Carella,242,243,you are a boy yourself gino,then we shall be brothers,Signor Carella,F,intermediate,M,major,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
00197,Mrs. Herriton,Harriet,246,247,are we to go into mourning do you think,after all she has suffered that letter kept me awake for nights the whole thing is like one of those horrible modern plays where no one is in the right but if we have mourning it will mean telling irma,Harriet; Mr. Herriton,F,intermediate,F,major,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
00198,Harriet,Mr. Herriton,247,248,after all she has suffered that letter kept me awake for nights the whole thing is like one of those horrible modern plays where no one is in the right but if we have mourning it will mean telling irma,of course we must tell irma,Mr. Herriton; Mrs. Herriton,F,major,M,major,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0
00199,Mr. Herriton,Mrs. Herriton,248,249,of course we must tell irma,of course but i think we can still not tell her about lilia s marriage,Harriet; Mrs. Herriton,M,major,F,intermediate,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0
00200,Mrs. Herriton,Mr. Herriton,249,250,of course but i think we can still not tell her about lilia s marriage,i don t think that and she must have suspected something by now,Harriet; Mr. Herriton,F,intermediate,M,major,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0
00201,Mr. Herriton,Mrs. Herriton,250,251,i don t think that and she must have suspected something by now,so one would have supposed but she never cared for her mother and little girls of nine don t reason clearly she looks on it as a long visit and it is important most important that she should not receive a shock all a child s life depends on the ideal it has of its parents destroy that and everything goes morals behaviour everything absolute trust in some one else is the essence of education that is why i have been so careful about talking of poor lilia before her,Harriet; Mrs. Herriton,M,major,F,intermediate,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
00202,Mrs. Herriton,Mr. Herriton,251,252,so one would have supposed but she never cared for her mother and little girls of nine don t reason clearly she looks on it as a long visit and it is important most important that she should not receive a shock all a child s life depends on the ideal it has of its parents destroy that and everything goes morals behaviour everything absolute trust in some one else is the essence of education that is why i have been so careful about talking of poor lilia before her,but you forget this wretched baby waters and adamson write that there is a baby,Harriet; Mr. Herriton,F,intermediate,M,major,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
00203,Mr. Herriton,Mrs. Herriton,252,253,but you forget this wretched baby waters and adamson write that there is a baby,mrs theobald must be told but she doesn t count she is breaking up very quickly she doesn t even see mr kingcroft now he thank goodness i hear has at last consoled himself with someone else,Harriet; Mrs. Herriton,M,major,F,intermediate,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1
00204,Mrs. Herriton,Mr. Herriton,253,254,mrs theobald must be told but she doesn t count she is breaking up very quickly she doesn t even see mr kingcroft now he thank goodness i hear has at last consoled himself with someone else,the child must know some time,Harriet; Mr. Herriton,F,intermediate,M,major,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1
00205,Mr. Herriton,Mrs. Herriton,254,255,the child must know some time,the later the better every moment she is developing,Harriet; Mrs. Herriton,M,major,F,intermediate,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1
00206,Mrs. Herriton,Mr. Herriton,255,256,the later the better every moment she is developing,i must say it seems rather hard luck doesn t it,Harriet; Mr. Herriton,F,intermediate,M,major,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
00207,Mr. Herriton,Mrs. Herriton,256,257,i must say it seems rather hard luck doesn t it,on irma why,Harriet; Mrs. Herriton,M,major,F,intermediate,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
00208,Mrs. Herriton,Mr. Herriton,257,258,on irma why,on us perhaps we have morals and behaviour also and i don t think this continual secrecy improves them,Harriet; Mr. Herriton,F,intermediate,M,major,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0
00209,Mr. Herriton,Harriet,258,259,on us perhaps we have morals and behaviour also and i don t think this continual secrecy improves them,there s no need to twist the thing round to that,Harriet; Mrs. Herriton,M,major,F,major,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0
00210,Harriet,Mrs. Herriton,259,260,there s no need to twist the thing round to that,of course there isn t let s keep to the main issue this baby s quite beside the point mrs theobald will do nothing and it s no concern of ours,Mr. Herriton; Mrs. Herriton,F,major,F,intermediate,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0
00211,Mrs. Herriton,Mr. Herriton,260,261,of course there isn t let s keep to the main issue this baby s quite beside the point mrs theobald will do nothing and it s no concern of ours,it will make a difference in the money surely,Harriet; Mr. Herriton,F,intermediate,M,major,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0
00212,Mr. Herriton,Mrs. Herriton,261,262,it will make a difference in the money surely,no dear very little poor charles provided for every kind of contingency in his will the money will come to you and harriet as irma s guardians,Harriet; Mrs. Herriton,M,major,F,intermediate,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1
00213,Mrs. Herriton,Mr. Herriton,262,263,no dear very little poor charles provided for every kind of contingency in his will the money will come to you and harriet as irma s guardians,good does the italian get anything,Harriet; Mr. Herriton,F,intermediate,M,major,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0
00214,Mr. Herriton,Mrs. Herriton,263,264,good does the italian get anything,he will get all hers but you know what that is,Harriet; Mrs. Herriton,M,major,F,intermediate,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1
00215,Mrs. Herriton,Mr. Herriton,264,265,he will get all hers but you know what that is,good so those are our tactics to tell no one about the baby not even miss abbott,Harriet; Mr. Herriton,F,intermediate,M,major,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0
00216,Mr. Herriton,Mrs. Herriton,265,266,good so those are our tactics to tell no one about the baby not even miss abbott,most certainly this is the proper course and why ever should we tell caroline,Harriet; Mrs. Herriton,M,major,F,intermediate,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1
00217,Mrs. Herriton,Mr. Herriton,266,267,most certainly this is the proper course and why ever should we tell caroline,she was so mixed up in the affair,Harriet; Mr. Herriton,F,intermediate,M,major,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0
00218,Mr. Herriton,Mrs. Herriton,267,268,she was so mixed up in the affair,poor silly creature the less she hears about it the better she will be pleased i have come to be very sorry for caroline she if any one has suffered and been penitent she burst into tears when i told her a little only a little of that terrible letter i never saw such genuine remorse we must forgive her and forget let the dead bury their dead we will not trouble her with them,Harriet; Mrs. Herriton,M,major,F,intermediate,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1
00219,Mrs. Herriton,Mr. Herriton,268,269,poor silly creature the less she hears about it the better she will be pleased i have come to be very sorry for caroline she if any one has suffered and been penitent she burst into tears when i told her a little only a little of that terrible letter i never saw such genuine remorse we must forgive her and forget let the dead bury their dead we will not trouble her with them,here beginneth the new life then do you remember mother that was what we said when we saw lilia off,Harriet; Mr. Herriton,F,intermediate,M,major,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
00220,Mr. Herriton,Mrs. Herriton,269,270,here beginneth the new life then do you remember mother that was what we said when we saw lilia off,yes dear but now it is really a new life because we are all at accord then you were still infatuated with italy it may be full of beautiful pictures and churches but we cannot judge a country by anything but its men,Harriet; Mrs. Herriton,M,major,F,intermediate,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
00221,Mrs. Herriton,Mr. Herriton,270,271,yes dear but now it is really a new life because we are all at accord then you were still infatuated with italy it may be full of beautiful pictures and churches but we cannot judge a country by anything but its men,that is quite true,Harriet; Mr. Herriton,F,intermediate,M,major,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0
00222,Mr. Herriton,Mrs. Herriton,271,272,that is quite true,as for caroline i was almost frightened she broke down utterly she cried even when she left the house i comforted her as best i could and i kissed her it is something that the breach between her and ourselves is now entirely healed,Harriet; Mrs. Herriton,M,major,F,intermediate,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1
00223,Mrs. Herriton,Mr. Herriton,272,273,as for caroline i was almost frightened she broke down utterly she cried even when she left the house i comforted her as best i could and i kissed her it is something that the breach between her and ourselves is now entirely healed,did she ask no questions as to the nature of lilia s death i mean,Mr. Herriton,F,intermediate,M,major,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0
00224,Mr. Herriton,Mrs. Herriton,273,274,did she ask no questions as to the nature of lilia s death i mean,she did but she has a mind of extraordinary delicacy she saw that i was reticent and she did not press me you see philip i can say to you what i could not say before harriet her ideas are so crude really we do not want it known in sawston that there is a baby all peace and comfort would be lost if people came inquiring after it,Mrs. Herriton,M,major,F,intermediate,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
00225,Caroline Abbott,Mr. Herriton,275,276,it is all so strange as well as so tragic and what i did was as strange as anything,never mind it s all over now let the dead bury their dead it s fallen out of our lives,Mr. Herriton,F,major,M,major,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1
00226,Mr. Herriton,Caroline Abbott,276,277,never mind it s all over now let the dead bury their dead it s fallen out of our lives,but that s why i can talk about it and tell you everything i have always wanted to you thought me stupid and sentimental and wicked and mad but you never really knew how much i was to blame,Caroline Abbott,M,major,F,major,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
00227,Caroline Abbott,Mr. Herriton,277,278,but that s why i can talk about it and tell you everything i have always wanted to you thought me stupid and sentimental and wicked and mad but you never really knew how much i was to blame,indeed i never think about it now,Mr. Herriton,F,major,M,major,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
00228,Mr. Herriton,Caroline Abbott,278,279,indeed i never think about it now,the first evening we got to monteriano lilia went out for a walk alone saw that italian in a picturesque position on a wall and fell in love he was shabbily dressed and she did not even know he was the son of a dentist i must tell you i was used to this sort of thing once or twice before i had had to send people about their business,Caroline Abbott,M,major,F,major,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
00229,Caroline Abbott,Mr. Herriton,279,280,the first evening we got to monteriano lilia went out for a walk alone saw that italian in a picturesque position on a wall and fell in love he was shabbily dressed and she did not even know he was the son of a dentist i must tell you i was used to this sort of thing once or twice before i had had to send people about their business,yes we counted on you,Mr. Herriton,F,major,M,major,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1
00230,Mr. Herriton,Caroline Abbott,280,281,yes we counted on you,i know you did lilia saw him several times again and i knew i ought to interfere i called her to my bedroom one night she was very frightened for she knew what it was about and how severe i could be do you love this man i asked yes or no she said yes and i said why don t you marry him if you think you ll be happy,Caroline Abbott,M,major,F,major,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1
00231,Caroline Abbott,Mr. Herriton,281,282,i know you did lilia saw him several times again and i knew i ought to interfere i called her to my bedroom one night she was very frightened for she knew what it was about and how severe i could be do you love this man i asked yes or no she said yes and i said why don t you marry him if you think you ll be happy,really really you knew lilia all your life apart from everything else as if she could choose what could make her happy,Mr. Herriton,F,major,M,major,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
00232,Mr. Herriton,Caroline Abbott,282,283,really really you knew lilia all your life apart from everything else as if she could choose what could make her happy,had you ever let her choose i m afraid that s rude,Caroline Abbott,M,major,F,major,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0
00233,Caroline Abbott,Mr. Herriton,283,284,had you ever let her choose i m afraid that s rude,let us rather say unhappily expressed,Mr. Herriton,F,major,M,major,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
00234,Mr. Herriton,Caroline Abbott,284,285,let us rather say unhappily expressed,i want to finish next morning i found signor carella and said the same to him he well he was willing that s all,Caroline Abbott,M,major,F,major,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1
00235,Caroline Abbott,Mr. Herriton,285,286,i want to finish next morning i found signor carella and said the same to him he well he was willing that s all,and the telegram,Mr. Herriton,F,major,M,major,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0
00236,Mr. Herriton,Caroline Abbott,286,287,and the telegram,ah the telegram that was wrong lilia there was more cowardly than i was we should have told the truth it lost me my nerve at all events i came to the station meaning to tell you everything then but we had started with a lie and i got frightened and at the end when you left i got frightened again and came with you,Caroline Abbott,M,major,F,major,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
00237,Caroline Abbott,Mr. Herriton,287,288,ah the telegram that was wrong lilia there was more cowardly than i was we should have told the truth it lost me my nerve at all events i came to the station meaning to tell you everything then but we had started with a lie and i got frightened and at the end when you left i got frightened again and came with you,did you really mean to stop,Mr. Herriton,F,major,M,major,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0
00238,Mr. Herriton,Caroline Abbott,288,289,did you really mean to stop,for a time at all events,Caroline Abbott,M,major,F,major,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1
00239,Caroline Abbott,Mr. Herriton,289,290,for a time at all events,would that have suited a newly married pair,Mr. Herriton,F,major,M,major,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0
00240,Mr. Herriton,Caroline Abbott,290,291,would that have suited a newly married pair,it would have suited them lilia needed me and as for him i can t help feeling i might have got influence over him,Caroline Abbott,M,major,F,major,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0
00241,Caroline Abbott,Mr. Herriton,291,292,it would have suited them lilia needed me and as for him i can t help feeling i might have got influence over him,i am ignorant of these matters but i should have thought that would have increased the difficulty of the situation,Mr. Herriton,F,major,M,major,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1
00242,Mr. Herriton,Caroline Abbott,292,293,i am ignorant of these matters but i should have thought that would have increased the difficulty of the situation,well i have explained,Caroline Abbott,M,major,F,major,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0
00243,Caroline Abbott,Mr. Herriton,293,294,well i have explained,but pardon me miss abbott of most of your conduct you have given a description rather than an explanation,Mr. Herriton,F,major,M,major,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1
00244,Mr. Herriton,Caroline Abbott,294,295,but pardon me miss abbott of most of your conduct you have given a description rather than an explanation,an explanation may bore you mr herriton it drags in other topics,Caroline Abbott,M,major,F,major,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0
00245,Caroline Abbott,Mr. Herriton,295,296,an explanation may bore you mr herriton it drags in other topics,oh never mind,Mr. Herriton,F,major,M,major,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0
00246,Mr. Herriton,Caroline Abbott,296,297,oh never mind,i hated sawston you see,Caroline Abbott,M,major,F,major,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
00247,Caroline Abbott,Mr. Herriton,297,298,i hated sawston you see,so did and do i that s splendid go on,Mr. Herriton,F,major,M,major,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0
00248,Mr. Herriton,Caroline Abbott,298,299,so did and do i that s splendid go on,i hated the idleness the stupidity the respectability the petty unselfishness,Caroline Abbott,M,major,F,major,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0
00249,Caroline Abbott,Mr. Herriton,299,300,i hated the idleness the stupidity the respectability the petty unselfishness,petty selfishness,Mr. Herriton,F,major,M,major,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
00250,Mr. Herriton,Caroline Abbott,300,301,petty selfishness,petty unselfishness i had got an idea that every one here spent their lives in making little sacrifices for objects they didn t care for to please people they didn t love that they never learnt to be sincere and what s as bad never learnt how to enjoy themselves that s what i thought what i thought at monteriano,Caroline Abbott,M,major,F,major,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
00251,Caroline Abbott,Mr. Herriton,301,302,petty unselfishness i had got an idea that every one here spent their lives in making little sacrifices for objects they didn t care for to please people they didn t love that they never learnt to be sincere and what s as bad never learnt how to enjoy themselves that s what i thought what i thought at monteriano,why miss abbott you should have told me this before think it still i agree with lots of it magnificent,Mr. Herriton,F,major,M,major,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
00252,Mr. Herriton,Caroline Abbott,302,303,why miss abbott you should have told me this before think it still i agree with lots of it magnificent,now lilia though there were things about her i didn t like had somehow kept the power of enjoying herself with sincerity and gino i thought was splendid and young and strong not only in body and sincere as the day if they wanted to marry why shouldn t they do so why shouldn t she break with the deadening life where she had got into a groove and would go on in it getting more and more worse than unhappy apathetic till she died of course i was wrong she only changed one groove for another a worse groove and as for him well you know more about him than i do i can never trust myself to judge characters again but i still feel he cannot have been quite bad when we first met him lilia that i should dare to say it must have been cowardly he was only a boy just going to turn into something fine i thought and she must have mismanaged him so that is the one time i have gone against what is proper and there are the results you have an explanation now,Caroline Abbott,M,major,F,major,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
