pair_id,a_speaker,b_speaker,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,a_articles,a_auxiliary_verbs,a_conjunctions,a_adverbs,a_impersonal_pronouns,a_negations,a_personal_pronouns,a_prepositions,a_quantifiers,b_articles,b_auxiliary_verbs,b_conjunctions,b_adverbs,b_impersonal_pronouns,b_negations,b_personal_pronouns,b_prepositions,b_quantifiers
00276,Mr. Beebe,Lucy,886,1159,a nice fellow he will work off his crudities in time i rather mistrust young men who slip into life gracefully,i don t think i will thank you,Cecil; Lucy,M,major,,,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0
00277,Mr. Beebe,Lucy,1158,1191,how do you do miss bartlett and minnie are coming with me to tea at the beehive would you come too,no not at all cecil was very kind indeed only i had better tell you the whole truth since you have heard a little it was that he is so masterful i found that he wouldn t let me go my own way he would improve me in places where i can t be improved cecil won t let a woman decide for herself in fact he daren t what nonsense i do talk but that is the kind of thing,Lucy,M,major,,,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1
00278,Mr. Beebe,Lucy,1162,171,i met them on the hill your brother told me,poor charlotte will be sopped,Lucy,M,major,,,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
00279,Mr. Beebe,Lucy,1164,1165,i needn t say that it will go no further,mother charlotte cecil freddy you,Lucy,M,major,,,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
00280,Mr. Beebe,Lucy,1166,167,if you ll let me say so i am very glad and i am certain that you have done the right thing,she doesn t mind it but she doesn t like one to get excited over anything she thinks i am silly about it she thinks i can t make out once you know i said that i liked my own playing better than any one s she has never got over it of course i didn t mean that i played well i only meant,Lucy,M,major,,,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1
00281,Mr. Beebe,Lucy,1168,1179,i could see that miss bartlett thought it unwise,because i do hope he won t go gossiping oh do tell me more about the miss alans how perfectly splendid of them to go abroad,Lucy,M,major,,,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1
00282,Mr. Beebe,Lucy,1170,1181,i am very sorry for that,oh delightful i wish they d take me,Lucy,M,major,,,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0
00283,Mr. Beebe,Lucy,1172,1341,still freddy never hit it off with vyse much did he i gathered that he disliked the engagement and felt it might separate him from you,he is not going i made a slip mr vyse does stop behind in england,Lucy,M,major,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0
00284,Mr. Beebe,Lucy,1174,1167,i have had an absurd letter from miss alan that was really what brought me over i thought it might amuse you all,so i hoped other people would think but they don t seem to,Lucy,M,major,,,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0
00285,Mr. Beebe,Lucy,1176,1185,next week i gather,oh that s nothing i assure you cissie villa s nothing to me i would give anything to go with them,Lucy,M,major,,,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0
00286,Mr. Beebe,Lucy,1178,189,no he didn t,mr beebe old mr emerson is he nice or not nice i do so want to know no but it is so difficult sometimes he is so silly and then i do not mind him miss alan what do you think is he nice,Lucy,M,major,,,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0
00287,Mr. Beebe,Lucy,1180,1169,i want them to start from venice and go in a cargo steamer down the illyrian coast,so does mother mother minds dreadfully,Lucy,M,major,,,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0
00288,Mr. Beebe,Lucy,1182,1335,has italy filled you with the fever of travel perhaps george emerson is right he says that,i think so i ll see,Lucy,M,major,,,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0
00289,Mr. Beebe,Lucy,1184,28,with delphi perhaps if the roads are safe i didn t realize that you and the miss alans were still such friends after cissie villa,oh how glad i am the name of our house is windy corner there is mother and me generally and my brother though it s not often we get him to ch the church is rather far off i mean,Lucy,M,major,,,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0
00290,Mr. Beebe,Lucy,1186,43,would your mother spare you again so soon you have scarcely been home three months,i was hoping that he was nice i do so always hope that people will be nice,Lucy,M,major,,,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0
00291,Mr. Beebe,Lucy,1188,1183,you mean that since you have broken off your engagement you feel,oh not italy but constantinople i have always longed to go to constantinople constantinople is practically asia isn t it,Lucy,M,major,,,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0
00292,Mr. Beebe,Lucy,1190,1189,i am afraid it has been a bothersome business,yes yes i knew you d understand yes of course to go to constantinople until they are used to the idea and everything has calmed down,Lucy,M,major,,,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0
00293,Mr. Beebe,Lucy,1192,887,it is what i gathered from my own observation of mr vyse it is what i gather from all that i have known of you i do sympathize and agree most profoundly i agree so much that you must let me make one little criticism is it worth while rushing off to greece,he seems in better spirits he laughs more,Lucy,M,major,,,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1
00294,Mr. Beebe,Lucy,1237,1177,it s a beautiful song and a wise one go on,did freddy say whether he was driving straight back,Freddy; Lucy; Mrs. Honeychurch,M,major,,,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0
00295,Mr. Beebe,Lucy,1334,1173,that s all right i counted on you two keeping each other company it s pouring again the entire congregation which consists of your cousin your mother and my mother stands waiting in the church till the carriage fetches it did powell go round,boys are so odd,Lucy; Mr. Emerson,M,major,,,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0
00296,Mr. Beebe,Lucy,1336,175,no of course i ll see how are the miss alans,what is it about,Lucy; Mr. Emerson,M,major,,,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0
00297,Mr. Beebe,Lucy,1338,1360,did you tell mr emerson about greece,mr beebe i have misled you i have misled myself,Lucy; Mr. Emerson,M,major,,,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0
00298,Mr. Beebe,Lucy,1340,1238,don t you think it very plucky of her mr emerson to undertake the two miss alans now miss honeychurch go back keep warm i think three is such a courageous number to go travelling,it isn t very good i forget why harmony or something,Lucy; Mr. Emerson,M,major,,,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0
00299,Mr. Beebe,Lucy,1359,69,why not,oh charlotte we must have the rooms now the old man is just as nice and kind as he can be,Lucy; Mr. Emerson,M,major,,,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0
00300,Miss Bartlett,Mr. Beebe,29,1198,lucy dearest let mr beebe eat his dinner,one is very thankful that she has such a resource she is evidently much worried as of course she ought to be i know all about it the marriage was so near that it must have been a hard struggle before she could wind herself up to speak,George Emerson; Lucy; Mr. Beebe; Mr. Emerson,F,major,M,major,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1
00301,Miss Bartlett,Mr. Beebe,37,1205,is he a friend of yours,quite so,Lucy; Mr. Beebe,F,major,M,major,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
00302,Miss Bartlett,Mr. Beebe,39,46,then i will say no more i am as it were the chaperon of my young cousin lucy and it would be a serious thing if i put her under an obligation to people of whom we know nothing his manner was somewhat unfortunate i hope i acted for the best,i hardly know george for he hasn t learnt to talk yet he seems a nice creature and i think he has brains of course he has all his father s mannerisms and it is quite possible that he too may be a socialist,Lucy; Mr. Beebe,F,major,M,major,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
00303,Miss Bartlett,Mr. Beebe,41,30,no harm of course but we could not be under an obligation,i am eating it thank you and enjoying it,Lucy; Mr. Beebe,F,major,M,major,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0
00304,Miss Bartlett,Mr. Beebe,45,48,am i to conclude that he is a socialist and presumably he has brought up his son to be a socialist too,not at all i never suggested that,Lucy; Mr. Beebe,F,major,M,major,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1
00305,Miss Bartlett,Mr. Beebe,47,1203,oh you relieve me so you think i ought to have accepted their offer you feel i have been narrow minded and suspicious,of course miss honeychurch will make the fact public in her own way and when she chooses freddy only told me because he knew she would not mind,Lucy; Mr. Beebe,F,major,M,major,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0
00306,Miss Bartlett,Mr. Beebe,1153,1201,it is always terrible when the promise of months is destroyed in a moment,i wonder,Minnie Beebe; Mr. Beebe,F,major,M,major,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0
00307,Miss Bartlett,Mr. Beebe,1197,1207,lucy can always play,exactly have you heard from any bertolini people lately i believe you keep up with miss lavish it is odd how we of that pension who seemed such a fortuitous collection have been working into one another s lives two three four six of us no eight i had forgotten the emersons have kept more or less in touch we must really give the signora a testimonial we shan t have rain but we shall have darkness so let us hurry on the darkness last night was appalling i have been thinking miss bartlett and unless you very much object i would like to reopen that discussion nothing about the past i know little and care less about that i am absolutely certain that it is to your cousin s credit she has acted loftily and rightly and it is like her gentle modesty to say that we think too highly of her but the future seriously what do you think of this greek plan i don t know whether you overheard but she wants to join the miss alans in their mad career it s all i can t explain it s wrong i can t see the point of it myself,Mr. Beebe,F,major,M,major,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
00308,Miss Bartlett,Mr. Beebe,1200,42,we had much better let the matter drop,he is rather a peculiar man i think he would not take advantage of your acceptance nor expect you to show gratitude he has the merit if it is one of saying exactly what he means he has rooms he does not value and he thinks you would value them he no more thought of putting you under an obligation than he thought of being polite it is so difficult at least i find it difficult to understand people who speak the truth,Mr. Beebe,F,major,M,major,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
00309,Miss Bartlett,Mr. Beebe,1202,38,it is of the highest importance that there should be no gossip in summer street it would be death to gossip about mr vyse s dismissal at the present moment,we are friendly as one is in pensions,Mr. Beebe,F,major,M,major,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1
00310,Miss Bartlett,Mr. Beebe,1204,1154,i know yet freddy ought not to have told even you one cannot be too careful,perhaps we ought to send miss honeychurch down to her mother or will she come with us,Mr. Beebe,F,major,M,major,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0
00311,Miss Bartlett,Mr. Beebe,1206,1216,i do implore absolute secrecy a chance word to a chattering friend and,let us keep to the future though i want your advice,Mr. Beebe,F,major,M,major,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0
00312,Miss Bartlett,Mr. Beebe,1208,1209,there i cannot agree with you in it i spy lucy s salvation,really now why,Mr. Beebe,F,major,M,major,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
00313,Miss Bartlett,Mr. Beebe,1210,40,she wanted to leave windy corner,you acted very naturally all the same i don t think much harm would have come of accepting,Mr. Beebe,F,major,M,major,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1
00314,Miss Bartlett,Mr. Beebe,1212,1211,it is natural surely after such painful scenes that she should desire a change,i know but it seems so odd so unlike her so i was going to say selfish,Mr. Beebe,F,major,M,major,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0
00315,Miss Bartlett,Mr. Beebe,1215,1213,but my feelings are of no importance i know too well that i get on lucy s nerves our tour was a failure she wanted to leave florence and when we got to rome she did not want to be in rome and all the time i felt that i was spending her mother s money,so she says herself and since another lady agrees with her i must own that i am partially convinced perhaps she must have a change i have no sisters or and i don t understand these things but why need she go as far as greece,Mr. Beebe,F,major,M,major,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00316,Mr. Beebe,Miss Lavish,31,32,don t neglect the country round the first fine afternoon drive up to fiesole and round by settignano or something of that sort,no mr beebe you are wrong the first fine afternoon your ladies must go to prato,George Emerson; Lucy; Miss Bartlett; Miss Lavish; Mr. Emerson,M,major,F,intermediate,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1
00317,Miss Lavish,Miss Bartlett,32,347,no mr beebe you are wrong the first fine afternoon your ladies must go to prato,how tired one gets oh i do wish freddy and your mother could be here,George Emerson; Lucy; Miss Bartlett; Mr. Beebe; Mr. Emerson,F,intermediate,F,major,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1
00318,Miss Lavish,Miss Bartlett,34,33,prato they must go to prato that place is too sweetly squalid for words i love it i revel in shaking off the trammels of respectability as you know,that lady looks so clever we are in luck,George Emerson; Lucy; Miss Bartlett; Mr. Beebe; Mr. Emerson,F,intermediate,F,major,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0
00319,Miss Lavish,Miss Bartlett,243,337,it is i who am sorry literary hacks are shameless creatures i believe there s no secret of the human heart into which we wouldn t pry,eleanor be quiet hush they ll hear the emersons,Lucy; Miss Bartlett,F,intermediate,F,major,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0
00320,Miss Lavish,Miss Bartlett,247,342,i hope you will excuse me for boring on like this it is so tempting to talk to really sympathetic people of course this is the barest outline there will be a deal of local colouring descriptions of florence and the neighbourhood and i shall also introduce some humorous characters and let me give you all fair warning i intend to be unmerciful to the british tourist,oh lucy you ought to be with mr eager i m sure,Lucy; Miss Bartlett,F,intermediate,F,major,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0
00321,Miss Lavish,Miss Bartlett,249,248,i confess that in italy my sympathies are not with my own countrymen it is the neglected italians who attract me and whose lives i am going to paint so far as i can for i repeat and i insist and i have always held most strongly that a tragedy such as yesterday s is not the less tragic because it happened in humble life,oh you wicked woman i am sure you are thinking of the emersons,Lucy; Miss Bartlett,F,intermediate,F,major,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
00322,Miss Lavish,Miss Bartlett,336,35,the railway oh but i shall die of course it was the railway he is the image of a porter on on the south eastern,we are most grateful to you the first evening means so much when you arrived we were in for a peculiarly mauvais quart d heure do you by any chance know the name of an old man who sat opposite us at dinner,Miss Bartlett,F,intermediate,F,major,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1
00323,Miss Lavish,Miss Bartlett,341,349,miss honeychurch listening pouf wouf you naughty girl go away,lucy without a moment s doubt lucy the ground will do for me really i have not had rheumatism for years if i do feel it coming on i shall stand imagine your mother s feelings if i let you sit in the wet in your white linen here we are all settled delightfully even if my dress is thinner it will not show so much being brown sit down dear you are too unselfish you don t assert yourself enough now don t be alarmed this isn t a cold it s the tiniest cough and i have had it three days it s nothing to do with sitting here at all,Lucy; Miss Bartlett,F,intermediate,F,major,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
00324,Miss Lavish,Miss Bartlett,346,250,no i agree it s like a school feast the boys have got separated from the girls miss lucy you are to go we wish to converse on high topics unsuited for your ear,she is my idea of a really clever woman that last remark struck me as so particularly true it should be a most pathetic novel,Lucy; Miss Bartlett,F,intermediate,F,major,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1
00325,Miss Lavish,Miss Bartlett,348,244,then sit you down observe my foresight,what is the heroine s name,Lucy; Miss Bartlett,F,intermediate,F,major,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0
00326,Mr. Beebe,Miss Bartlett,38,49,we are friendly as one is in pensions,but ought i not to apologize at all events for my apparent rudeness,Lucy; Miss Bartlett,M,major,F,major,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1
00327,Mr. Beebe,Miss Bartlett,40,1204,you acted very naturally all the same i don t think much harm would have come of accepting,i know yet freddy ought not to have told even you one cannot be too careful,Lucy; Miss Bartlett,M,major,F,major,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1
00328,Mr. Beebe,Miss Bartlett,44,1210,i think he is nice and tiresome i differ from him on almost every point of any importance and so i expect i may say i hope you will differ but his is a type one disagrees with rather than deplores when he first came here he not unnaturally put people s backs up he has no tact and no manners i don t mean by that that he has bad manners and he will not keep his opinions to himself we nearly complained about him to our depressing signora but i am glad to say we thought better of it,she wanted to leave windy corner,Lucy; Miss Bartlett,M,major,F,major,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0
00329,Mr. Beebe,Miss Bartlett,46,1155,i hardly know george for he hasn t learnt to talk yet he seems a nice creature and i think he has brains of course he has all his father s mannerisms and it is quite possible that he too may be a socialist,i think we had better leave lucy to herself and to her own pursuits,Lucy; Miss Bartlett,M,major,F,major,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0
00330,Mr. Beebe,Miss Bartlett,48,71,not at all i never suggested that,my own wishes dearest lucy are unimportant in comparison with yours it would be hard indeed if i stopped you doing as you liked at florence when i am only here through your kindness if you wish me to turn these gentlemen out of their rooms i will do it would you then mr beebe kindly tell mr emerson that i accept his kind offer and then conduct him to me in order that i may thank him personally,Lucy; Miss Bartlett,M,major,F,major,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
00331,Mr. Beebe,Miss Bartlett,70,1153,i fear that i have been officious i must apologize for my interference,it is always terrible when the promise of months is destroyed in a moment,Lucy; Miss Bartlett; The Little Old Lady,M,major,F,major,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1
00332,Mr. Beebe,Miss Bartlett,77,39,in half an hour or so your rooms will be ready,then i will say no more i am as it were the chaperon of my young cousin lucy and it would be a serious thing if i put her under an obligation to people of whom we know nothing his manner was somewhat unfortunate i hope i acted for the best,Lucy; Miss Bartlett; The Little Old Lady,M,major,F,major,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
00333,Mr. Beebe,Miss Bartlett,1152,1212,it is terrible this havoc among the flowers,it is natural surely after such painful scenes that she should desire a change,Minnie Beebe; Miss Bartlett,M,major,F,major,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0
00334,Mr. Beebe,Miss Bartlett,1154,1217,perhaps we ought to send miss honeychurch down to her mother or will she come with us,very well i for one will help her to go to greece will you it is absolutely necessary i know i know she must not stop here a moment and we must keep quiet till she goes i trust that the servants know nothing afterwards but i may have said too much already only lucy and i are helpless against mrs honeychurch alone if you help we may succeed otherwise,Minnie Beebe; Miss Bartlett,M,major,F,major,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1
00335,Mr. Beebe,Miss Bartlett,1196,1197,she is playing again,lucy can always play,Miss Bartlett,M,major,F,major,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
00336,Mr. Beebe,Miss Bartlett,1201,1202,i wonder,it is of the highest importance that there should be no gossip in summer street it would be death to gossip about mr vyse s dismissal at the present moment,Miss Bartlett,M,major,F,major,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0
00337,Mr. Beebe,Miss Bartlett,1203,47,of course miss honeychurch will make the fact public in her own way and when she chooses freddy only told me because he knew she would not mind,oh you relieve me so you think i ought to have accepted their offer you feel i have been narrow minded and suspicious,Miss Bartlett,M,major,F,major,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0
00338,Mr. Beebe,Miss Bartlett,1205,41,quite so,no harm of course but we could not be under an obligation,Miss Bartlett,M,major,F,major,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0
00339,Mr. Beebe,Miss Bartlett,1207,78,exactly have you heard from any bertolini people lately i believe you keep up with miss lavish it is odd how we of that pension who seemed such a fortuitous collection have been working into one another s lives two three four six of us no eight i had forgotten the emersons have kept more or less in touch we must really give the signora a testimonial we shan t have rain but we shall have darkness so let us hurry on the darkness last night was appalling i have been thinking miss bartlett and unless you very much object i would like to reopen that discussion nothing about the past i know little and care less about that i am absolutely certain that it is to your cousin s credit she has acted loftily and rightly and it is like her gentle modesty to say that we think too highly of her but the future seriously what do you think of this greek plan i don t know whether you overheard but she wants to join the miss alans in their mad career it s all i can t explain it s wrong i can t see the point of it myself,i think one might venture now no lucy do not stir i will superintend the move,Miss Bartlett,M,major,F,major,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1
00340,Mr. Beebe,Miss Bartlett,1209,1214,really now why,you may well ask that why greece what is it minnie dear jam why not tunbridge wells oh mr beebe i had a long and most unsatisfactory interview with dear lucy this morning i cannot help her i will say no more perhaps i have already said too much i am not to talk i wanted her to spend six months with me at tunbridge wells and she refused,Miss Bartlett,M,major,F,major,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
00341,Mr. Beebe,Miss Bartlett,1211,1206,i know but it seems so odd so unlike her so i was going to say selfish,i do implore absolute secrecy a chance word to a chattering friend and,Miss Bartlett,M,major,F,major,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0
00342,Mr. Beebe,Miss Bartlett,1213,45,so she says herself and since another lady agrees with her i must own that i am partially convinced perhaps she must have a change i have no sisters or and i don t understand these things but why need she go as far as greece,am i to conclude that he is a socialist and presumably he has brought up his son to be a socialist too,Miss Bartlett,M,major,F,major,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
00343,Mr. Beebe,Miss Bartlett,1216,1208,let us keep to the future though i want your advice,there i cannot agree with you in it i spy lucy s salvation,Miss Bartlett,M,major,F,major,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0
00344,The Little Old Lady,Lucy,60,63,but here you are as safe as in england signora bertolini is so english,i think he was meaning to be kind,Lucy; Miss Bartlett,F,minor,,,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0
00345,The Little Old Lady,Lucy,62,61,ah then you look into the court if only mr emerson was more tactful we were so sorry for you at dinner,yet our rooms smell we dread going to bed,Lucy; Miss Bartlett,F,minor,,,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0
00346,Lucy,The Little Old Lady,61,62,yet our rooms smell we dread going to bed,ah then you look into the court if only mr emerson was more tactful we were so sorry for you at dinner,Miss Bartlett; The Little Old Lady,,,F,minor,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1
00347,Mr. Beebe,George Emerson,73,762,mr emerson is engaged but here is his son instead,i did not miss lavish told me,George Emerson; Lucy; Miss Bartlett; The Little Old Lady,M,major,M,intermediate,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
00348,Mr. Beebe,George Emerson,761,768,and what a coincidence that you should meet mr vyse did you realize that you would find all the pension bertolini down here,national gallery,Freddy; George Emerson,M,major,M,intermediate,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
00349,Mr. Beebe,George Emerson,763,770,when i was a young man i always meant to write a history of coincidence though as a matter of fact coincidences are much rarer than we suppose for example it isn t purely coincidentally that you are here now when one comes to reflect,it is fate that i am here but you can call it italy if it makes you less unhappy,Freddy; George Emerson,M,major,M,intermediate,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1
00350,Mr. Beebe,George Emerson,767,74,and where did you meet mr vyse who is going to marry miss honeychurch,my father is in his bath so you cannot thank him personally but any message given by you to me will be given by me to him as soon as he comes out,Freddy; George Emerson,M,major,M,intermediate,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0
00351,Mr. Beebe,George Emerson,769,764,looking at italian art there you are and yet you talk of coincidence and fate you naturally seek out things italian and so do we and our friends this narrows the field immeasurably we meet again in it,it is i have reflected it is fate everything is fate we are flung together by fate drawn apart by fate flung together drawn apart the twelve winds blow us we settle nothing,Freddy; George Emerson,M,major,M,intermediate,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1
00352,Miss Lavish,Lucy,86,87,a smell a true florentine smell every city let me teach you has its own smell,is it a very nice smell,Lucy,F,intermediate,,,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0
00353,Miss Lavish,Lucy,88,95,one doesn t come to italy for niceness one comes for life buon giorno buon giorno look at that adorable wine cart how the driver stares at us dear simple soul buon giorno take the word of an old woman miss lucy you will never repent of a little civility to your inferiors that is the true democracy though i am a real radical as well there now you re shocked,very well indeed,Lucy,F,intermediate,,,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0
00354,Miss Lavish,Lucy,90,97,i see i see and now you have gone over to the enemy,why she rents a field of us how funny,Lucy,F,intermediate,,,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
00355,Miss Lavish,Lucy,92,101,shameful a manufacturing district i suppose,we sat opposite them at dinner last night they have given us their rooms they were so very kind,Lucy,F,intermediate,,,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0
00356,Miss Lavish,Lucy,94,103,what a delightful part i know it so well it is full of the very nicest people do you know sir harry otway a radical if ever there was,what would you ask us,Lucy,F,intermediate,,,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0
00357,Miss Lavish,Lucy,96,242,and old mrs butterworth the philanthropist,i m sorry if you could manage without it i think i would rather not,Lucy,F,intermediate,,,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
00358,Miss Lavish,Lucy,98,93,oh you have property in surrey,no in the surrey hills about five miles from dorking looking over the weald,Lucy,F,intermediate,,,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1
00359,Miss Lavish,Lucy,100,89,bless us bless us and save us we ve lost the way lost lost my dear miss lucy during our political diatribes we have taken a wrong turning how those horrid conservatives would jeer at us what are we to do two lone females in an unknown town now this is what i call an adventure oh but that is the word of a craven and no you are not not not to look at your baedeker give it to me i shan t let you carry it we will simply drift stop a minute let those two people go on or i shall have to speak to them i do detest conventional intercourse nasty they are going into the church too oh the britisher abroad,indeed i m not we are radicals too out and out my father always voted for mr gladstone until he was so dreadful about ireland,Lucy,F,intermediate,,,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
00360,Miss Lavish,Lucy,102,99,look at their figures they walk through my italy like a pair of cows it s very naughty of me but i would like to set an examination paper at dover and turn back every tourist who couldn t pass it,hardly any only thirty acres just the garden all downhill and some fields,Lucy,F,intermediate,,,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1
00361,Miss Lavish,Lucy,241,313,aha miss honeychurch come you here i am in luck now you are to tell me absolutely everything that you saw from the beginning but perhaps you would rather not,oh no i am here as a tourist,Lucy; Miss Bartlett,F,intermediate,,,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
00362,Miss Lavish,Lucy,312,91,perhaps as a student of human nature like myself,oh please if my father was alive i am sure he would vote radical again now that ireland is all right and as it is the glass over our front door was broken last election and freddy is sure it was the tories but mother says nonsense a tramp,Lucy; Rev. Cuthbert Eager,F,intermediate,,,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1
00363,Lucy,Miss Lavish,87,102,is it a very nice smell,look at their figures they walk through my italy like a pair of cows it s very naughty of me but i would like to set an examination paper at dover and turn back every tourist who couldn t pass it,Miss Lavish,,,F,intermediate,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1
00364,Lucy,Miss Lavish,89,312,indeed i m not we are radicals too out and out my father always voted for mr gladstone until he was so dreadful about ireland,perhaps as a student of human nature like myself,Miss Lavish,,,F,intermediate,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0
00365,Lucy,Miss Lavish,91,96,oh please if my father was alive i am sure he would vote radical again now that ireland is all right and as it is the glass over our front door was broken last election and freddy is sure it was the tories but mother says nonsense a tramp,and old mrs butterworth the philanthropist,Miss Lavish,,,F,intermediate,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0
00366,Lucy,Miss Lavish,93,88,no in the surrey hills about five miles from dorking looking over the weald,one doesn t come to italy for niceness one comes for life buon giorno buon giorno look at that adorable wine cart how the driver stares at us dear simple soul buon giorno take the word of an old woman miss lucy you will never repent of a little civility to your inferiors that is the true democracy though i am a real radical as well there now you re shocked,Miss Lavish,,,F,intermediate,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
