pair_id,a_speaker,b_speaker,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,a_articles,a_auxiliary_verbs,a_conjunctions,a_adverbs,a_impersonal_pronouns,a_negations,a_personal_pronouns,a_prepositions,a_quantifiers,b_articles,b_auxiliary_verbs,b_conjunctions,b_adverbs,b_impersonal_pronouns,b_negations,b_personal_pronouns,b_prepositions,b_quantifiers
00520,Helen,Margaret,2159,825,i can t pretend very long sitting under this tree one forgets but i know that to morrow i shall see the moon rise out of germany not all your goodness can alter the facts of the case unless you will come with me,porphyrion fire insurance company,Margaret,F,major,F,major,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
00521,Helen,Margaret,2161,1161,you would not but i am serious in asking you,what s happened to you,Margaret,F,major,F,major,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0
00522,Helen,Margaret,2245,2266,i haven t any idea do you suppose baby may meg,and he likes you because you don t,Margaret; Tom,F,major,F,major,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
00523,Helen,Margaret,2247,1183,tom wants to know whether baby is old enough to play with hay,i don t intend him or any man or any woman to be all my life good heavens no there are heaps of things in me that he doesn t and shall never understand so with him there are heaps of things in him more especially things that he does that will always be hidden from me he has all those public qualities which you so despise and which enable all this if wilcoxes hadn t worked and died in england for thousands of years you and i couldn t sit here without having our throats cut there would be no trains no ships to carry us literary people about in no fields even just savagery no perhaps not even that without their spirit life might never have moved out of protoplasm more and more do i refuse to draw my income and sneer at those who guarantee it there are times when it seems to me,Margaret; Tom,F,major,F,major,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1
00524,Helen,Margaret,2249,2277,now tom baby is not to stand he is not to lie on his face he is not to lie so that his head wags he is not to be teased or tickled and he is not to be cut into two or more pieces by the cutter will you be as careful as all that,not for us but for him is it sweetening yet,Margaret; Tom,F,major,F,major,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
00525,Helen,Margaret,2251,2142,he is fond of baby that s why he does it they re going to be lifelong friends,i need never have written them they never shielded henry how hopeless it is to tidy away the past even for others,Margaret,F,major,F,major,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0
00526,Helen,Margaret,2253,1965,of course it will be a great thing for tom,the house is dead why worry on about it,Margaret,F,major,F,major,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0
00527,Helen,Margaret,2255,683,what a time they all are what can they be doing inside i wish henry was out to enjoy this this lovely weather and to be shut up in the house it s very hard,her husband may be though,Margaret,F,major,F,major,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0
00528,Helen,Margaret,2257,1171,meg is or isn t he ill i can t make out,it is wonderful knowing that a real man cares for you the mere fact of that grows more tremendous remember i ve known and liked him steadily for nearly three years,Margaret,F,major,F,major,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1
00529,Helen,Margaret,2259,802,i suppose he worries dreadfully about his part of the tangle,i believe we shall come to care about people less and less helen the more people one knows the easier it becomes to replace them it s one of the curses of london i quite expect to end my life caring most for a place,Margaret,F,major,F,major,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1
00530,Helen,Margaret,2261,2285,why does he want them meg may i tell you something i like henry,i think so there are moments when i feel howards end peculiarly our own,Margaret,F,major,F,major,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0
00531,Helen,Margaret,2263,1969,i usen t to,there s nothing to tell,Margaret,F,major,F,major,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
00532,Helen,Margaret,2265,1498,i like henry because he does worry,i can only advise you to go at once my sister has put you in a false position and it is kindest to tell you so it s too late to get to town but you ll find a comfortable hotel in oniton where mrs bast can rest and i hope you ll be my guests there,Margaret,F,major,F,major,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1
00533,Helen,Margaret,2267,988,about love i mean a woman s love for a man i supposed i should hang my life on to that once and was driven up and down and about as if something was worrying through me but everything is peaceful now i seem cured that herr forstmeister whom frieda keeps writing about must be a noble character but he doesn t see that i shall never marry him or anyone it isn t shame or mistrust of myself i simply couldn t i m ended i used to be so dreamy about a man s love as a girl and think that for good or evil love must be the great thing but it hasn t been it has been itself a dream do you agree,well done but come into the drawing room now and don t talk about him to the wilcoxes make light of the whole thing,Margaret,F,major,F,major,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
00534,Helen,Margaret,2272,1995,baby s not to try and stand there s something wanting in me i see you loving henry and understanding him better daily and i know that death wouldn t part you in the least but i is it some awful appalling criminal defect,you still have a mania for under furnishing would you care to come into the dining room before you start there s no carpet there,Margaret; Tom,F,major,F,major,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
00535,Helen,Margaret,2274,1953,yes yes but what has leonard got out of life,i have not heard of monica,Margaret,F,major,F,major,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0
00536,Helen,Margaret,2276,1312,is that enough,he only says reduced,Margaret,F,major,F,major,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
00537,Helen,Margaret,2278,219,no only withered,with an india shawl over her shoulders,Margaret,F,major,F,major,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0
00538,Helen,Margaret,2280,1509,oh meg you are a person think of the racket and torture this time last year but now i couldn t stop unhappy if i tried what a change and all through you,nor am i concerned with duty i m concerned with the characters of various people whom we know and how things being as they are things may be made a little better mr wilcox hates being asked favours all business men do but i am going to ask him at the risk of a rebuff because i want to make things a little better,Margaret,F,major,F,major,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
00539,Helen,Margaret,2282,1156,yes but who settled us down you you did it all sweetest though you re too stupid to see living here was your plan i wanted you he wanted you and everyone said it was impossible but you knew just think of our lives without you meg i and baby with monica revolting by theory he handed about from dolly to evie but you picked up the pieces and made us a home can t it strike you even for a moment that your life has been heroic can t you remember the two months after charles s arrest when you began to act and did all,what do you know,Margaret,F,major,F,major,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0
00540,Helen,Margaret,2284,2001,i hope it will be permanent,but why has miss avery made them set to partners i shall just,Margaret,F,major,F,major,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0
00541,Helen,Margaret,2286,1959,all the same london s creeping you see that in surrey and even hampshire now i can see it from the purbeck downs and london is only part of something else i m afraid life s going to be melted down all over the world because a thing is going strong now it need not go strong for ever this craze for motion has only set in during the last hundred years it may be followed by a civilisation that won t be a movement because it will rest on the earth all the signs are against it now but i can t help hoping and very early in the morning in the garden i feel that our house is the future as well as the past,series of mistakes,Margaret,F,major,F,major,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1
00542,A Haughty And Magnificent Nephew,Uncle Ernst,129,130,do you imply that we germans are stupid uncle ernst,to my mind you use the intellect but you no longer care about it that i call stupidity you only care about the things that you can use and therefore arrange them in the following order money supremely useful intellect rather useful imagination of no use at all no your pan germanism is no more imaginative than is our imperialism over here it is the vice of a vulgar mind to be thrilled by bigness to think that a thousand square miles are a thousand times more wonderful than one square mile and that a million square miles are almost the same as heaven that is not imagination no it kills it when their poets over here try to celebrate bigness they are dead at once and naturally your poets too are dying your philosophers your musicians to whom europe has listened for two hundred years gone gone with the little courts that nurtured them gone with esterhazy and weimar what what s that your universities oh yes you have learned men who collect more facts than do the learned men of england they collect facts and facts and empires of facts but which of them will rekindle the light within,Margaret; Uncle Ernst,M,minor,M,minor,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
00543,Uncle Ernst,Margaret,130,131,to my mind you use the intellect but you no longer care about it that i call stupidity you only care about the things that you can use and therefore arrange them in the following order money supremely useful intellect rather useful imagination of no use at all no your pan germanism is no more imaginative than is our imperialism over here it is the vice of a vulgar mind to be thrilled by bigness to think that a thousand square miles are a thousand times more wonderful than one square mile and that a million square miles are almost the same as heaven that is not imagination no it kills it when their poets over here try to celebrate bigness they are dead at once and naturally your poets too are dying your philosophers your musicians to whom europe has listened for two hundred years gone gone with the little courts that nurtured them gone with esterhazy and weimar what what s that your universities oh yes you have learned men who collect more facts than do the learned men of england they collect facts and facts and empires of facts but which of them will rekindle the light within,papa why will they not discuss this most clear question to me one of two things is very clear either god does not know his own mind about england and germany or else these do not know the mind of god,A Haughty And Magnificent Nephew; Margaret,M,minor,F,major,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00544,Aunt Juley,Helen,132,1068,whom is margaret talking to would it be some young man or other whom she takes an interest in,and that s the man who beat the austrians and the danes and the french and who beat the germans that were inside himself and we re like him,Helen,F,major,F,major,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0
00545,Aunt Juley,Helen,134,1130,you girls are so wonderful in always having oh dear one mustn t talk,so do i oh so do i,Helen,F,major,F,major,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0
00546,Aunt Juley,Helen,193,296,i dare say it is all for the best we know nothing about the young man margaret and your drawing room is full of very tempting little things,of course i don t mind it is that you and meg are both so absurdly grave about it when there s nothing to be grave about at all,Helen; Margaret,F,major,F,major,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
00547,Aunt Juley,Helen,198,133,why he might have stolen the little ricketts picture as well,i expect so,Helen; Margaret,F,major,F,major,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0
00548,Aunt Juley,Helen,295,1059,it is only that a certain family whom we know by name but do not mention as you said yourself last night after the concert have taken the flat opposite from the mathesons where the plants are in the balcony what helen you don t mind them coming do you,no more do i it s funny that we just don t lose sight of them out of all our hotel acquaintances mr wilcox is the only one who has stuck it is now over three years and we have drifted away from far more interesting people in that time,Fraulein Mosebach; Helen; Margaret,F,major,F,major,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
00549,Aunt Juley,Helen,1058,1128,i don t manage the wilcoxes i don t see where they come in,oh i do wonder i do wonder whether she s taken the house,Helen; Margaret; Tibby,F,major,F,major,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0
00550,Aunt Juley,Helen,1065,1126,your father may have been able to change countries and that may or may not be a good thing but he could change houses no better than you can in fact much worse never shall i forget what poor emily suffered in the move from manchester,aunt juley wouldn t that be meg s train,Helen; Margaret; Tibby,F,major,F,major,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0
00551,Aunt Juley,Helen,1067,1138,bungle my dear you are too little to recollect in fact you weren t there but the furniture was actually in the vans and on the move before the lease for wickham place was signed and emily took train with baby who was margaret then and the smaller luggage for london without so much as knowing where her new home would be getting away from that house may be hard but it is nothing to the misery that we all went through getting you into it,meg and i haven t got such tender hearts if there s a chance of a cheap house we go for it,Helen; Margaret; Tibby,F,major,F,major,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
00552,Aunt Juley,Helen,1125,199,bournemouth is bournemouth is poole was and swanage is to be the most important town of all and biggest of the three now frau liesecke i have shown you bournemouth and i have shown you poole so let us walk backward a little and look down again at swanage,better that he had,Frieda; Helen,F,major,F,major,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0
00553,Aunt Juley,Helen,1127,135,oh dearest margaret i do hope she won t be overtired,how awful to marry a man like those cupids,Frieda; Helen,F,major,F,major,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0
00554,Aunt Juley,Helen,1129,1066,i hope she hasn t been hasty,i knew it i told you so it is the little things one bungles at the big real ones are nothing when they come,Frieda; Helen,F,major,F,major,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
00555,Aunt Juley,Helen,1137,1140,and to that charles oh helen helen what a time that was,you see the wilcoxes collect houses as your victor collects tadpoles they have one ducie street two howards end where my great rumpus was three a country seat in shropshire four charles has a house in hilton and five another near epsom and six evie will have a house when she marries and probably a pied a terre in the country which makes seven oh yes and paul a hut in africa makes eight i wish we could get howards end that was something like a dear little house didn t you think so aunt juley,Frieda; Helen,F,major,F,major,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1
00556,Aunt Juley,Helen,1139,194,now look frau liesecke at my niece s train you see it is coming towards us coming coming and when it gets to corfe it will actually go through the downs on which we are standing so that if we walk over as i suggested and look down on swanage we shall see it coming on the other side shall we,aunt juley how can you you make me more and more ashamed i d rather he had been a thief and taken all the apostle spoons than that i well i must shut the front door i suppose one more failure for helen,Frieda; Helen,F,major,F,major,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1
00557,Aunt Juley,Helen,1141,1142,i had too much to do dear to look at it i had everything to settle and explain and charles wilcox to keep in his place besides it isn t likely i should remember much i just remember having lunch in your bedroom,yes so do i but oh dear dear how dreadful it all seems and in the autumn there began that anti pauline movement you and frieda and meg and mrs wilcox all obsessed with the idea that i might yet marry paul,Frieda; Helen,F,major,F,major,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
00558,Aunt Juley,Helen,1146,1147,look stand where i stand and you will see the pony cart coming i see the pony cart coming,have you got the house oh what a nuisance so we re as we were,Frieda; Helen,F,major,F,major,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0
00559,Aunt Juley,Tibby,137,175,on the what dear,but surely you haven t forgotten the drum steadily beating on the low c aunt juley no one could it s unmistakable,Helen; Tibby,F,major,M,intermediate,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1
00560,Aunt Juley,Tibby,174,138,i do in a way remember the passage tibby but when every instrument is so beautiful it is difficult to pick out one thing rather than another i am sure that you and helen take me to the very nicest concerts not a dull note from beginning to end i only wish that our german friends had stayed till it finished,on the drum aunt juley,Leonard; Margaret; Tibby,F,major,M,intermediate,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
00561,Tibby,Helen,138,1150,on the drum aunt juley,it s just like a widower they ve cheek enough for anything and invariably select one of their first wife s friends that type meg not anything wrong with you,Aunt Juley; Helen,M,intermediate,F,major,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1
00562,Tibby,Helen,212,1685,who are the w s,i was afraid that i saw it out of proportion but you are right outside it and you must know in a day or two or perhaps a week take whatever steps you think fit i leave it in your hands the facts as they touch meg are all before you,Aunt Juley; Helen; Margaret,M,intermediate,F,major,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1
00563,Tibby,Helen,215,1691,that house being the w s house i presume,five thousand,Aunt Juley; Helen; Margaret,M,intermediate,F,major,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
00564,Tibby,Helen,677,1679,i hope you were pleased,could i bathe my eyes tibby now for the explanation why didn t i begin with it i have found out something about mr wilcox he has behaved very wrongly indeed and ruined two people s lives it all came on me very suddenly last night i am very much upset and i do not know what to do mrs bast,Helen; Margaret,M,intermediate,F,major,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
00565,Tibby,Helen,1149,1673,some mystery we are to be enlightened presently,sunrise or something when i could get away,Helen; Margaret,M,intermediate,F,major,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0
00566,Tibby,Helen,1672,1677,who s for lunch why such an early start,as regards wickham place and my share of the furniture you and she are to do exactly as you like my own feeling is that everything may just as well be sold what does one want with dusty economic books which have made the world no better or with mother s hideous chiffoniers i have also another commission for you i want you to deliver a letter i haven t written it yet why shouldn t i post it though my head is rather wretched i hope that none of your friends are likely to come in not there,Helen,M,intermediate,F,major,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1
00567,Tibby,Helen,1674,139,so i surmise why,no look out for the part where you think you have done with the goblins and they come back,Helen,M,intermediate,F,major,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1
00568,Tibby,Helen,1676,1693,such a message is easily given,now what is the good of driblets to go through life having done one thing to have raised one person from the abyss not these puny gifts of shillings and blankets making the grey more grey no doubt people will think me extraordinary,Helen,M,intermediate,F,major,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
00569,Tibby,Helen,1678,1697,do you mind mrs martlett coming in or shall i take it from her at the door,but you ll do it,Helen,M,intermediate,F,major,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0
00570,Tibby,Helen,1680,1681,oh those people shall i lock the door again,no thanks tibbikins you re being very good to me i want to tell you the story before i go abroad you must do exactly what you like treat it as part of the furniture meg cannot have heard it yet i think but i cannot face her and tell her that the man she is going to marry has misconducted himself i don t even know whether she ought to be told knowing as she does that i dislike him she will suspect me and think that i want to ruin her match i simply don t know what to make of such a thing i trust your judgment what would you do,Helen,M,intermediate,F,major,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1
00571,Tibby,Helen,1682,1683,i gather he has had a mistress,and ruined two people s lives and goes about saying that personal actions count for nothing and there always will be rich and poor he met her when he was trying to get rich out in cyprus i don t wish to make him worse than he is and no doubt she was ready enough to meet him but there it is they met he goes his way and she goes hers what do you suppose is the end of such women they end in two ways either they sink till the lunatic asylums and the workhouses are full of them and cause mr wilcox to write letters to the papers complaining of our national degeneracy or else they entrap a boy into marriage before it is too late she i can t blame her but this isn t all i come now to the business that took us to oniton we went all three acting on mr wilcox s advice the man throws up a secure situation and takes an insecure one from which he is dismissed there are certain excuses but in the main mr wilcox is to blame as meg herself admitted it is only common justice that he should employ the man himself but he meets the woman and like the cur that he is he refuses and tries to get rid of them he makes meg write two notes came from her late that evening one for me one for leonard dismissing him with barely a reason i couldn t understand then it comes out that mrs bast had spoken to mr wilcox on the lawn while we left her to get rooms and was still speaking about him when leonard came back to her this leonard knew all along he thought it natural he should be ruined twice natural could you have contained yourself,Helen,M,intermediate,F,major,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
00572,Tibby,Helen,1684,678,it is certainly a very bad business,of course a perfectly delightful experience oh mrs lanoline s a dear she asked for a husband as if he were an umbrella she mislaid him saturday afternoon and for a long time suffered no inconvenience but all night and all this morning her apprehensions grew breakfast didn t seem the same no no more did lunch and so she strolled up to 2 wickham place as being the most likely place for the missing article,Helen,M,intermediate,F,major,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1
00573,Tibby,Helen,1686,213,you see helen have a cigarette i don t see what i m to do,the w s are things i and meg and aunt juley know about and you don t so there,Helen,M,intermediate,F,major,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0
00574,Tibby,Helen,1688,1675,do you want me to adjudicate that too had you not better consult an expert,i don t know what s to be done tibby i am very much upset at a piece of news that concerns meg and do not want to face her and i am not going back to wickham place i stopped here to tell you this give meg my love and say that i want to be alone i mean to go to munich or else bonn,Helen,M,intermediate,F,major,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
00575,Tibby,Helen,1690,1695,what is the sum,not nearly half i have far too much and we settled at chelsea last spring that three hundred a year is necessary to set a man on his feet what i give will bring in a hundred and fifty between two it isn t enough i didn t expect you to understand me,Helen,M,intermediate,F,major,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
00576,Tibby,Helen,1692,1687,good god alive,then there s nothing to be done i dare say you are right let them marry there remains the question of compensation,Helen,M,intermediate,F,major,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0
00577,Tibby,Helen,1694,216,i don t care an iota what people think but it s half what you have,you re not going to be told about the w s my child so don t you think it and on the other hand i don t the least mind if you find out so don t you think you ve done anything clever in either case give me a cigarette,Helen,M,intermediate,F,major,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
00578,Tibby,Helen,1696,1689,i i understand nobody,this part is in confidence it has nothing to do with meg and do not mention it to her the compensation i do not see who is to pay it if i don t and i have already decided on the minimum sum as soon as possible i am placing it to your account and when i am in germany you will pay it over for me i shall never forget your kindness tibbikins if you do this,Helen,M,intermediate,F,major,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1
00579,Margaret,Tibby,141,638,oh yes,i have no experience of this profound desire to which you allude,Aunt Juley; Fraulein Mosebach; Leonard; Tibby,F,major,M,intermediate,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
00580,Margaret,Tibby,145,1834,oh good gracious me i am so sorry tibby run after helen,oh you know best but he is practical,Fraulein Mosebach; Leonard; Tibby,F,major,M,intermediate,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0
00581,Margaret,Tibby,211,1836,a touch of the w s perhaps,it is extraordinary,Aunt Juley; Helen; Tibby,F,major,M,intermediate,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
00582,Margaret,Tibby,214,1832,i suppose that ours is a female house and one must just accept it no aunt juley i don t mean that this house is full of women i am trying to say something much more clever i mean that it was irrevocably feminine even in father s time now i m sure you understand well i ll give you another example it ll shock you but i don t care suppose queen victoria gave a dinner party and that the guests had been leighton millais swinburne rossetti meredith fitzgerald etc do you suppose that the atmosphere of that dinner would have been artistic heavens no the very chairs on which they sat would have seen to that so with our house it must be feminine and all we can do is to see that it isn t effeminate just as another house that i can mention but won t sounded irrevocably masculine and all its inmates can do is to see that it isn t brutal,perhaps he has come across that sort of thing,Aunt Juley; Helen; Tibby,F,major,M,intermediate,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
00583,Margaret,Tibby,635,662,i was thinking of mr vyse he never strikes me as particularly happy,and i want civilisation without activity which i expect is what we shall find in the other place,Tibby,F,major,M,intermediate,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0
00584,Margaret,Tibby,637,644,but mr vyse is rather a wretched weedy man don t you think then there s guy that was a pitiful business besides every one is the better for some regular work i shall stick to it i am not saying it to educate you it is what i really think i believe that in the last century men have developed the desire for work and they must not starve it it s a new desire it goes with a great deal that s bad but in itself it s good and i hope that for women too not to work will soon become as shocking as not to be married was a hundred years ago,has nobody arst you,Tibby,F,major,M,intermediate,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0
00585,Margaret,Tibby,639,642,then we ll leave the subject till you do i m not going to rattle you round take your time only do think over the lives of the men you like most and see how they ve arranged them,labouring under such a delusion why do you not marry,Tibby,F,major,M,intermediate,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0
00586,Margaret,Tibby,641,654,and don t think i m not serious because i don t use the traditional arguments making money a sphere awaiting you and so on all of which are for various reasons cant i m only your sister i haven t any authority over you and i don t want to have any just to put before you what i think the truth you see in a few years we shall be the same age practically and i shall want you to help me men are so much nicer than women,oh goodness me meg,Tibby,F,major,M,intermediate,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0
00587,Margaret,Tibby,643,636,i sometimes jolly well think i would if i got the chance,ye es,Tibby,F,major,M,intermediate,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
00588,Margaret,Tibby,645,215,only ninnies,that house being the w s house i presume,Tibby,F,major,M,intermediate,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0
00589,Margaret,Tibby,651,1866,they were men who had nothing better to do so take warning you must work or else you must pretend to work which is what i do work work work if you d save your soul and your body it is honestly a necessity dear boy look at the wilcoxes look at mr pembroke with all their defects of temper and understanding such men give me more pleasure than many who are better equipped and i think it is because they have worked regularly and honestly,but helen doesn t talk that s our whole difficulty she won t talk your particular language and on that account you think she s ill,Tibby,F,major,M,intermediate,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1
00590,Margaret,Tibby,653,656,i shall not they are the right sort,no no oh no,Tibby,F,major,M,intermediate,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
00591,Margaret,Tibby,655,666,well they re as near the right sort as you can imagine,london then,Tibby,F,major,M,intermediate,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
00592,Margaret,Tibby,659,646,i can t bother over results they are too difficult for me i can only look at the men an empire bores me so far but i can appreciate the heroism that builds it up london bores me but what thousands of splendid people are labouring to make london,do people ask helen,Tibby,F,major,M,intermediate,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0
00593,Margaret,Tibby,661,1057,what it is worse luck i want activity without civilisation how paradoxical yet i expect that is what we shall find in heaven,who are the wilcoxes,Tibby,F,major,M,intermediate,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0
00594,Margaret,Tibby,665,142,if i m stupid get me back to the house hunting i ll even live in oxford if you like north oxford i ll live anywhere except bournemouth torquay and cheltenham oh yes or ilfracombe and swanage and tunbridge wells and surbiton and bedford there on no account,she is always going away in the middle of a programme,Tibby,F,major,M,intermediate,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0
00595,Margaret,Tibby,1056,146,there s nothing rash to do,i shall miss the four serious songs if i do,Aunt Juley; Helen; Tibby,F,major,M,intermediate,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1
00596,Margaret,Tibby,1148,652,not exactly,spare me the wilcoxes,Helen; Tibby,F,major,M,intermediate,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
00597,Margaret,Tibby,1831,1149,about helen,some mystery we are to be enlightened presently,Tibby,F,major,M,intermediate,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1
00598,Margaret,Tibby,1833,640,he would do all he could but,i like guy and mr vyse most,Tibby,F,major,M,intermediate,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1
00599,Margaret,Tibby,1835,1838,tibby love what next,none unless it s something mental,Tibby,F,major,M,intermediate,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
00600,Margaret,Tibby,1837,212,dear your judgment s often clearer than mine have you any notion what s at the back,who are the w s,Tibby,F,major,M,intermediate,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0
00601,Margaret,Tibby,1865,660,it is impossible because it s not the particular language that helen and i talk if you see my meaning it would do splendidly for other people whom i don t blame,what it is,Charles Wilcox; Henry; Tibby,F,major,M,intermediate,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0
00602,Tibby,Fraulein Mosebach,142,143,she is always going away in the middle of a programme,the music has evidently moved her deeply,Aunt Juley; Fraulein Mosebach; Leonard; Margaret,M,intermediate,F,minor,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0
00603,Fraulein Mosebach,Leonard,143,144,the music has evidently moved her deeply,excuse me but that lady has quite inadvertently taken my umbrella,Aunt Juley; Leonard; Margaret; Tibby,F,minor,M,major,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0
00604,Leonard,Margaret,144,168,excuse me but that lady has quite inadvertently taken my umbrella,how tired one gets after music,Aunt Juley; Fraulein Mosebach; Margaret; Tibby,M,major,F,major,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1
00605,Leonard,Margaret,148,172,it isn t of any consequence,do you go there much,Aunt Juley; Fraulein Mosebach; Margaret; Tibby,M,major,F,major,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1
00606,Leonard,Margaret,151,699,not at all,the mistake arose out of my card did it,Margaret,M,major,F,major,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0
00607,Leonard,Margaret,153,692,oh not at all not at all,where did we meet mr bast for the minute i don t remember,Margaret,M,major,F,major,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1
00608,Leonard,Margaret,155,165,it s a fine programme this afternoon is it not,oh i would be so grateful,Margaret,M,major,F,major,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0
00609,Leonard,Margaret,164,1493,might i couldn t i,and went into a bank instead,Aunt Juley; Margaret; Tibby,M,major,F,major,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0
