pair_id,a_speaker,b_speaker,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,novel,a_articles,a_auxiliary_verbs,a_conjunctions,a_adverbs,a_impersonal_pronouns,a_negations,a_personal_pronouns,a_prepositions,a_quantifiers,b_articles,b_auxiliary_verbs,b_conjunctions,b_adverbs,b_impersonal_pronouns,b_negations,b_personal_pronouns,b_prepositions,b_quantifiers
00114,Josiah Bounderby,Mr. James Harthouse,859,861,here s tom gradgrind s daughter knows pretty well what it might have been if you don t dropped sir as if she was shot when i told her never knew her do such a thing before does her credit under the circumstances in my opinion why i am going to tell you if you hadn t been so mighty particular about the sum i should have begun to tell you before you know this lady for she is a lady mrs sparsit,very well and this young man bitzer you saw him too on the same occasion,Bitzer; Louisa Bounderby; Mr. James Harthouse; Mrs. Sparsit,M,major,M,major,HardTimes,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
00115,Mr. James Harthouse,Bitzer,861,863,very well and this young man bitzer you saw him too on the same occasion,a hundred and fifty four seven one,Bitzer; Josiah Bounderby; Louisa Bounderby; Mrs. Sparsit,M,major,M,intermediate,HardTimes,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1
00116,Mrs. Sparsit,Josiah Bounderby,862,864,very well they live at the bank you know they live at the bank perhaps very well yesterday afternoon at the close of business hours everything was put away as usual in the iron room that this young fellow sleeps outside of there was never mind how much in the little safe in young tom s closet the safe used for petty purposes there was a hundred and fifty odd pound,come let s have none of your interruptions it s enough to be robbed while you re snoring because you re too comfortable without being put right with your four seven ones i didn t snore myself when i was your age let me tell you i hadn t victuals enough to snore and i didn t four seven one not if i knew it a hundred and fifty odd pound that sum of money young tom locked in his safe not a very strong safe but that s no matter now everything was left all right some time in the night while this young fellow snored mrs sparsit ma am you say you have heard him snore,Bitzer; Josiah Bounderby; Louisa Bounderby; Mr. James Harthouse,F,major,M,major,HardTimes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00117,Bitzer,Mrs. Sparsit,863,865,a hundred and fifty four seven one,sir i cannot say that i have heard him precisely snore and therefore must not make that statement but on winter evenings when he has fallen asleep at his table i have heard him what i should prefer to describe as partially choke i have heard him on such occasions produce sounds of a nature similar to what may be sometimes heard in dutch clocks not that i would convey any imputation on his moral character far from it i have always considered bitzer a young man of the most upright principle and to that i beg to bear my testimony,Josiah Bounderby; Louisa Bounderby; Mr. James Harthouse; Mrs. Sparsit,M,intermediate,F,major,HardTimes,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
00118,Mrs. Sparsit,Mr. James Harthouse,865,867,sir i cannot say that i have heard him precisely snore and therefore must not make that statement but on winter evenings when he has fallen asleep at his table i have heard him what i should prefer to describe as partially choke i have heard him on such occasions produce sounds of a nature similar to what may be sometimes heard in dutch clocks not that i would convey any imputation on his moral character far from it i have always considered bitzer a young man of the most upright principle and to that i beg to bear my testimony,where is tom by the by,Bitzer; Josiah Bounderby; Louisa Bounderby; Mr. James Harthouse,F,major,M,major,HardTimes,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
00119,Mr. James Harthouse,Mrs. Sparsit,871,873,i hope not our friend blackpot,assuredly sir you did in a highly impressive manner give him such an admonition,Bitzer; Josiah Bounderby; Louisa Bounderby; Mrs. Sparsit,M,major,F,major,HardTimes,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0
00120,Mrs. Sparsit,Mr. James Harthouse,875,877,yes sir he certainly did so though i do not mean to say but that my feelings may be weaker on such points more foolish if the term is preferred than they might have been if i had always occupied my present position,suspicious certainly,Bitzer; Josiah Bounderby; Louisa Bounderby; Mr. James Harthouse,F,major,M,major,HardTimes,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0
00121,Mr. James Harthouse,Louisa Bounderby,879,881,of course they will be punished with the utmost rigour of the law as notice boards observe and serve them right fellows who go in for banks must take the consequences if there were no consequences we should all go in for banks,thank you very much sir but pray do not let my comfort be a consideration anything will do for me,Bitzer; Josiah Bounderby; Louisa Bounderby; Mrs. Sparsit,M,major,F,major,HardTimes,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
00122,Josiah Bounderby,Mrs. Sparsit,880,882,for the present loo bounderby here s mrs sparsit to look after mrs sparsit s nerves have been acted upon by this business and she ll stay here a day or two so make her comfortable,but it is my duty to remember that what i was i am no longer indeed if i could altogether cancel the remembrance that mr sparsit was a powler or that i myself am related to the scadgers family or if i could even revoke the fact and make myself a person of common descent and ordinary connexions i would gladly do so i should think it under existing circumstances right to do so,Bitzer; Louisa Bounderby; Mr. James Harthouse; Mrs. Sparsit,M,major,F,major,HardTimes,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
00123,Louisa Bounderby,Mrs. Sparsit,881,883,thank you very much sir but pray do not let my comfort be a consideration anything will do for me,indeed you are very good sir wait for the simple mutton,Bitzer; Josiah Bounderby; Mr. James Harthouse; Mrs. Sparsit,F,major,F,major,HardTimes,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
00124,Mrs. Sparsit,Josiah Bounderby,896,898,the more s the pity sir you are losing all your good old habits cheer up sir if miss gradgrind will permit me i will offer to make it for you as i have often done,your health ma am,Josiah Bounderby,F,major,M,major,HardTimes,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0
00125,Josiah Bounderby,Louisa Bounderby,898,900,your health ma am,tom have you anything to tell me if ever you loved me in your life and have anything concealed from every one besides tell it to me,Louisa Bounderby; Mrs. Sparsit,M,major,F,major,HardTimes,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1
00126,Mrs. Sparsit,Josiah Bounderby,938,940,it used to be considered that miss gradgrind was wanting in animation but i confess she appears to me considerably and strikingly improved in that respect ay and indeed here is mr bounderby how do you find yourself this morning sir pray let us see you cheerful sir you want your breakfast sir but i dare say miss gradgrind will soon be here to preside at the table,there stop where you are ma am stop where you are mrs bounderby will be very glad to be relieved of the trouble i believe,Josiah Bounderby; Mr. James Harthouse,F,major,M,major,HardTimes,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0
00127,Josiah Bounderby,Mrs. Sparsit,939,941,if i waited to be taken care of by my wife ma am i believe you know pretty well i should wait till doomsday so i ll trouble you to take charge of the teapot,don t say that sir because that is very unkind to mrs bounderby and to be unkind is not to be you sir,Mr. James Harthouse; Mrs. Sparsit,M,major,F,major,HardTimes,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0
00128,Mrs. Sparsit,Louisa Bounderby,941,943,don t say that sir because that is very unkind to mrs bounderby and to be unkind is not to be you sir,of course it is of no moment why should it be of any importance to me,Josiah Bounderby; Louisa Bounderby; Mr. James Harthouse,F,major,F,major,HardTimes,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0
00129,Josiah Bounderby,Mrs. Sparsit,948,950,have nothing otherwise don t you loo bounderby know thoroughly well that i josiah bounderby of coketown would have it,my benefactor,Louisa Bounderby; Mr. James Harthouse; Mrs. Sparsit,M,major,F,major,HardTimes,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
00130,Louisa Bounderby,Mrs. Sparsit,949,951,you are incomprehensible this morning pray take no further trouble to explain yourself i am not curious to know your meaning what does it matter,serve you right you noodle and i am glad of it,Josiah Bounderby; Mr. James Harthouse; Mrs. Sparsit,F,major,F,major,HardTimes,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0
00131,Josiah Bounderby,Mrs. Sparsit,998,1000,what do you mean ma am,bitzer present my compliments to young mr thomas and ask him if he would step up and partake of a lamb chop and walnut ketchup with a glass of india ale mr thomas these plain viands being on table i thought you might be tempted,Mrs. Sparsit,M,major,F,major,HardTimes,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0
00132,Thomas Gradgrind,Louisa Bounderby,1053,1055,for you louisa,when was i brought to this room,Louisa Bounderby,M,major,F,major,HardTimes,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0
00133,Jane,Louisa Bounderby,1064,1066,oh no louisa it was done before i came it was,i am well assured of what you say father i know i have been your favourite child i know you have intended to make me happy i have never blamed you and i never shall,Louisa Bounderby,F,minor,F,major,HardTimes,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0
00134,Thomas Gradgrind,Louisa Bounderby,1069,1071,o my child my child i am an unhappy man to see you thus what avails it to me that you do not reproach me if i so bitterly reproach myself louisa i have a misgiving that some change may have been slowly working about me in this house by mere love and gratitude that what the head had left undone and could not do the heart may have been doing silently can it be so i am not too proud to believe it louisa how could i be arrogant and you before me can it be so is it so my dear,why should you stay with me my sister will miss you you are everything to her,Louisa Bounderby,M,major,F,major,HardTimes,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
00135,The Waiter,Mr. James Harthouse,1100,1102,outside this door sir,to mr harthouse and you speak to him with the most confiding eyes i ever saw and the most earnest voice though so quiet i ever heard,Mr. James Harthouse,M,minor,M,major,HardTimes,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1
00136,Cecilia Jupe,Mr. James Harthouse,1103,1105,if i do not understand and i do not sir what your honour as a gentleman binds you to in other matters i am sure i may rely upon it to keep my visit secret and to keep secret what i am going to say i will rely upon it if you will tell me i may so far trust,i am young as you see i am alone as you see in coming to you sir i have no advice or encouragement beyond my own hope but that is very strong this is a very odd beginning i don t see where we are going,Mr. James Harthouse,F,major,M,major,HardTimes,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
00137,Mr. James Harthouse,Cecilia Jupe,1104,1106,you may i assure you,i think you have already guessed whom i left just now,Cecilia Jupe,M,major,F,major,HardTimes,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
00138,Cecilia Jupe,Mr. James Harthouse,1126,1128,i am quite sure that it is the only reparation in your power sir i am quite sure or i would not have come here,if i were to do such a very ridiculous thing it could only be in the most inviolable confidence,Mr. James Harthouse,F,major,M,major,HardTimes,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
00139,Cecilia Jupe,Mr. James Harthouse,1135,1137,i am only a poor girl i was separated from my father he was only a stroller and taken pity on by mr gradgrind i have lived in the house ever since,send my fellow here,Mr. James Harthouse,F,major,M,major,HardTimes,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
00140,Thomas Gradgrind,Mrs. Sparsit,1151,1153,my dear bounderby let me beg you to restrain these loud out breaks on all accounts louisa is here the moment she could detach herself from that interview with the person of whom you speak and whom i deeply regret to have been the means of introducing to you louisa hurried here for protection i myself had not been at home many hours when i received her here in this room she hurried by the train to town she ran from town to this house through a raging storm and presented herself before me in a state of distraction of course she has remained here ever since let me entreat you for your own sake and for hers to be more quiet,sir my nerves are at present too much shaken and my health is at present too much impaired in your service to admit of my doing more than taking refuge in tears,Josiah Bounderby; Mrs. Sparsit,M,major,F,major,HardTimes,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1
00141,Mrs. Sparsit,Josiah Bounderby,1153,1155,sir my nerves are at present too much shaken and my health is at present too much impaired in your service to admit of my doing more than taking refuge in tears,now as you showed me in your face tom gradgrind that you wanted to speak to me here i am but i am not in a very agreeable state i tell you plainly not relishing this business even as it is and not considering that i am at any time as dutifully and submissively treated by your daughter as josiah bounderby of coketown ought to be treated by his wife you have your opinion i dare say and i have mine i know if you mean to say anything to me to night that goes against this candid remark you had better let it alone,Josiah Bounderby; Thomas Gradgrind,F,major,M,major,HardTimes,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0
00142,Josiah Bounderby,Thomas Gradgrind,1154,1156,well ma am without making any observation to you that may not be made with propriety to a woman of good family what i have got to add to that is that there is something else in which it appears to me you may take refuge namely a coach and the coach in which we came here being at the door you ll allow me to hand you down to it and pack you home to the bank where the best course for you to pursue will be to put your feet into the hottest water you can bear and take a glass of scalding rum and butter after you get into bed,my dear bounderby,Mrs. Sparsit; Thomas Gradgrind,M,major,M,major,HardTimes,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0
00143,Josiah Bounderby,Louisa Bounderby,1203,1205,mrs bounderby i don t disturb you i hope this is an unseasonable hour but here is a young woman who has been making statements which render my visit necessary tom gradgrind as your son young tom refuses for some obstinate reason or other to say anything at all about those statements good or bad i am obliged to confront her with your daughter,i have,Cecilia Jupe; Louisa Bounderby; Thomas Gradgrind; Young Thomas,M,major,F,major,HardTimes,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0
00144,Rachel Gradgrind,Josiah Bounderby,1206,1208,will you make it known young lady where and who was there,why couldn t you say so young tom,Cecilia Jupe; Josiah Bounderby; Louisa Bounderby; Thomas Gradgrind; Young Thomas,F,intermediate,M,major,HardTimes,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0
00145,Louisa Bounderby,Young Thomas,1207,1209,i went to the house where stephen blackpool lodged on the night of his discharge from his work and i saw you there he was there too and an old woman who did not speak and whom i could scarcely see stood in a dark corner my brother was with me,i promised my sister i wouldn t and besides she tells her own story so precious well and so full that what business had i to take it out of her mouth,Cecilia Jupe; Josiah Bounderby; Rachel Gradgrind; Thomas Gradgrind; Young Thomas,F,major,M,major,HardTimes,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1
00146,Josiah Bounderby,Rachel Gradgrind,1208,1210,why couldn t you say so young tom,say young lady if you please why in an evil hour you ever came to stephen s that night,Cecilia Jupe; Louisa Bounderby; Rachel Gradgrind; Thomas Gradgrind; Young Thomas,M,major,F,intermediate,HardTimes,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1
00147,Young Thomas,Louisa Bounderby,1209,1211,i promised my sister i wouldn t and besides she tells her own story so precious well and so full that what business had i to take it out of her mouth,i felt compassion for him and i wished to know what he was going to do and wished to offer him assistance,Cecilia Jupe; Josiah Bounderby; Louisa Bounderby; Rachel Gradgrind; Thomas Gradgrind,M,major,F,major,HardTimes,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0
00148,Rachel Gradgrind,Josiah Bounderby,1210,1212,say young lady if you please why in an evil hour you ever came to stephen s that night,thank you ma am much flattered and obliged,Cecilia Jupe; Josiah Bounderby; Louisa Bounderby; Thomas Gradgrind; Young Thomas,F,intermediate,M,major,HardTimes,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1
00149,Louisa Bounderby,Rachel Gradgrind,1211,1213,i felt compassion for him and i wished to know what he was going to do and wished to offer him assistance,did you offer him a bank note,Cecilia Jupe; Josiah Bounderby; Rachel Gradgrind; Thomas Gradgrind; Young Thomas,F,major,F,intermediate,HardTimes,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0
00150,Josiah Bounderby,Louisa Bounderby,1212,1214,thank you ma am much flattered and obliged,yes but he refused it and would only take two pounds in gold,Cecilia Jupe; Louisa Bounderby; Rachel Gradgrind; Thomas Gradgrind; Young Thomas,M,major,F,major,HardTimes,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1
00151,Rachel Gradgrind,Josiah Bounderby,1213,1215,did you offer him a bank note,oh certainly if you put the question whether your ridiculous and improbable account was true or not i am bound to say it s confirmed,Cecilia Jupe; Josiah Bounderby; Louisa Bounderby; Thomas Gradgrind; Young Thomas,F,intermediate,M,major,HardTimes,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0
00152,Louisa Bounderby,Rachel Gradgrind,1214,1216,yes but he refused it and would only take two pounds in gold,young lady stephen blackpool is now named as a thief in public print all over this town and where else there have been a meeting to night where he have been spoken of in the same shameful way stephen the honestest lad the truest lad the best,Cecilia Jupe; Josiah Bounderby; Rachel Gradgrind; Thomas Gradgrind; Young Thomas,F,major,F,intermediate,HardTimes,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
00153,Josiah Bounderby,Louisa Bounderby,1215,1217,oh certainly if you put the question whether your ridiculous and improbable account was true or not i am bound to say it s confirmed,i am very very sorry,Cecilia Jupe; Louisa Bounderby; Rachel Gradgrind; Thomas Gradgrind; Young Thomas,M,major,F,major,HardTimes,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0
00154,Louisa Bounderby,Young Thomas,1217,1219,i am very very sorry,you re a pretty article to come here with these precious imputations you ought to be bundled out for not knowing how to behave yourself and you would be by rights,Cecilia Jupe; Josiah Bounderby; Rachel Gradgrind; Thomas Gradgrind; Young Thomas,F,major,M,major,HardTimes,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0
00155,Rachel Gradgrind,Josiah Bounderby,1218,1220,oh young lady young lady i hope you may be but i don t know i can t say what you may ha done the like of you don t know us don t care for us don t belong to us i am not sure why you may ha come that night i can t tell but what you may ha come wi some aim of your own not mindin to what trouble you brought such as the poor lad i said then bless you for coming and i said it of my heart you seemed to take so pitifully to him but i don t know now i don t know and when i think that the poor lad was so grateful thinkin you so good to him when i mind that he put his hand over his hard worken face to hide the tears that you brought up there oh i hope you may be sorry and ha no bad cause to be it but i don t know i don t know,come you know what you have engaged to do you had better give your mind to that not this,Cecilia Jupe; Josiah Bounderby; Louisa Bounderby; Thomas Gradgrind; Young Thomas,F,intermediate,M,major,HardTimes,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0
00156,Young Thomas,Rachel Gradgrind,1219,1221,you re a pretty article to come here with these precious imputations you ought to be bundled out for not knowing how to behave yourself and you would be by rights,deed i am loath that any here should see me like this but i won t be seen so again young lady when i had read what s put in print of stephen and what has just as much truth in it as if it had been put in print of you i went straight to the bank to say i knew where stephen was and to give a sure and certain promise that he should be here in two days i couldn t meet wi mr bounderby then and your brother sent me away and i tried to find you but you was not to be found and i went back to work soon as i come out of the mill to night i hastened to hear what was said of stephen for i know wi pride he will come back to shame it and then i went again to seek mr bounderby and i found him and i told him every word i knew and he believed no word i said and brought me here,Cecilia Jupe; Josiah Bounderby; Louisa Bounderby; Rachel Gradgrind; Thomas Gradgrind,M,major,F,intermediate,HardTimes,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
00157,Josiah Bounderby,Louisa Bounderby,1226,1228,oh by george he changes his name does he that s rather unlucky too for such an immaculate chap it s considered a little suspicious in courts of justice i believe when an innocent happens to have many names,indeed indeed i pity him from my heart and i hope that he will clear himself,Cecilia Jupe; Louisa Bounderby; Rachel Gradgrind; Thomas Gradgrind; Young Thomas,M,major,F,major,HardTimes,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0
00158,Louisa Bounderby,Josiah Bounderby,1228,1230,indeed indeed i pity him from my heart and i hope that he will clear himself,all the surer i suppose for your refusing to tell where he is eh,Cecilia Jupe; Josiah Bounderby; Rachel Gradgrind; Thomas Gradgrind; Young Thomas,F,major,M,major,HardTimes,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1
00159,Rachel Gradgrind,Young Thomas,1231,1233,he shall not through any act of mine come back wi the unmerited reproach of being brought back he shall come back of his own accord to clear himself and put all those that have injured his good character and he not here for its defence to shame i have told him what has been done against him and he will be here at furthest in two days,good night father,Cecilia Jupe; Josiah Bounderby; Louisa Bounderby; Thomas Gradgrind; Young Thomas,F,intermediate,M,major,HardTimes,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
00160,Josiah Bounderby,Louisa Bounderby,1232,1234,notwithstanding which if he can be laid hold of any sooner he shall have an earlier opportunity of clearing himself as to you i have nothing against you what you came and told me turns out to be true and i have given you the means of proving it to be true and there s an end of it i wish you good night all i must be off to look a little further into this,rachael you will not distrust me one day when you know me better,Cecilia Jupe; Louisa Bounderby; Rachel Gradgrind; Thomas Gradgrind; Young Thomas,M,major,F,major,HardTimes,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1
00161,Young Thomas,Rachel Gradgrind,1233,1235,good night father,it goes against me to mistrust any one but when i am so mistrusted when we all are i cannot keep such things quite out of my mind i ask your pardon for having done you an injury i don t think what i said now yet i might come to think it again wi the poor lad so wronged,Cecilia Jupe; Josiah Bounderby; Louisa Bounderby; Rachel Gradgrind; Thomas Gradgrind,M,major,F,intermediate,HardTimes,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
00162,Louisa Bounderby,Cecilia Jupe,1234,1236,rachael you will not distrust me one day when you know me better,did you tell him in your letter that suspicion seemed to have fallen upon him because he had been seen about the bank at night he would then know what he would have to explain on coming back and would be ready,Cecilia Jupe; Josiah Bounderby; Rachel Gradgrind; Thomas Gradgrind,F,major,F,major,HardTimes,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
00163,Rachel Gradgrind,Louisa Bounderby,1235,1237,it goes against me to mistrust any one but when i am so mistrusted when we all are i cannot keep such things quite out of my mind i ask your pardon for having done you an injury i don t think what i said now yet i might come to think it again wi the poor lad so wronged,yes dear but i can t guess what can have ever taken him there he never used to go there it was never in his way his way was the same as mine and not near it,Cecilia Jupe; Josiah Bounderby; Louisa Bounderby; Thomas Gradgrind,F,intermediate,F,major,HardTimes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
00164,Cecilia Jupe,Rachel Gradgrind,1236,1238,did you tell him in your letter that suspicion seemed to have fallen upon him because he had been seen about the bank at night he would then know what he would have to explain on coming back and would be ready,i doubt if he can be here till next day,Josiah Bounderby; Louisa Bounderby; Rachel Gradgrind; Thomas Gradgrind,F,major,F,intermediate,HardTimes,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1
00165,Louisa Bounderby,Cecilia Jupe,1237,1239,yes dear but i can t guess what can have ever taken him there he never used to go there it was never in his way his way was the same as mine and not near it,then i will come next night too,Cecilia Jupe; Josiah Bounderby; Rachel Gradgrind; Thomas Gradgrind,F,major,F,major,HardTimes,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0
00166,Rachel Gradgrind,Thomas Gradgrind,1238,1240,i doubt if he can be here till next day,louisa my dear i have never that i know of seen this man do you believe him to be implicated,Cecilia Jupe; Josiah Bounderby; Louisa Bounderby; Thomas Gradgrind,F,intermediate,M,major,HardTimes,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0
00167,Cecilia Jupe,Louisa Bounderby,1239,1241,then i will come next night too,i think i have believed it father though with great difficulty i do not believe it now,Josiah Bounderby; Louisa Bounderby; Rachel Gradgrind; Thomas Gradgrind,F,major,F,major,HardTimes,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0
00168,Mrs. Sparsit,Rachel Gradgrind,1263,1265,it s a coincidence it s a providence come out ma am come out or we ll have you dragged out leave her alone everybody let nobody touch her she belongs to me come in ma am come in ma am or we ll have you dragged in,it s mrs pegler,Cecilia Jupe; Rachel Gradgrind,F,major,F,intermediate,HardTimes,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
00169,Josiah Bounderby,Thomas Gradgrind,1273,1275,what did you let her bring you for couldn t you knock her cap off or her tooth out or scratch her or do something or other to her,i am surprised madam that in your old age you have the face to claim mr bounderby for your son after your unnatural and inhuman treatment of him,Cecilia Jupe; Mrs. Sparsit; Rachel Gradgrind; The Old Woman; Thomas Gradgrind; Young Thomas,M,major,M,major,HardTimes,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0
00170,Thomas Gradgrind,Josiah Bounderby,1279,1281,do you deny then madam that you left your son to to be brought up in the gutter,i don t exactly know how i come to be favoured with the attendance of the present company but i don t inquire when they re quite satisfied perhaps they ll be so good as to disperse whether they re satisfied or not perhaps they ll be so good as to disperse i m not bound to deliver a lecture on my family affairs i have not undertaken to do it and i m not a going to do it therefore those who expect any explanation whatever upon that branch of the subject will be disappointed particularly tom gradgrind and he can t know it too soon in reference to the bank robbery there has been a mistake made concerning my mother if there hadn t been over officiousness it wouldn t have been made and i hate over officiousness at all times whether or no good evening,Cecilia Jupe; Josiah Bounderby; Mrs. Sparsit; Rachel Gradgrind; The Old Woman; Young Thomas,M,major,M,major,HardTimes,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1
00171,The Old Woman,Cecilia Jupe,1280,1282,josiah in the gutter no such a thing sir never for shame on you my dear boy knows and will give you to know that though he come of humble parents he come of parents that loved him as dear as the best could and never thought it hardship on themselves to pinch a bit that he might write and cipher beautiful and i ve his books at home to show it aye have i and my dear boy knows and will give you to know sir that after his beloved father died when he was eight years old his mother too could pinch a bit as it was her duty and her pleasure and her pride to do it to help him out in life and put him prentice and a steady lad he was and a kind master he had to lend him a hand and well he worked his own way forward to be rich and thriving and i ll give you to know sir for this my dear boy won t that though his mother kept but a little village shop he never forgot her but pensioned me on thirty pound a year more than i want for i put by out of it only making the condition that i was to keep down in my own part and make no boasts about him and not trouble him and i never have except with looking at him once a year when he has never knowed it and it s right that i should keep down in my own part and i have no doubts that if i was here i should do a many unbefitting things and i am well contented and i can keep my pride in my josiah to myself and i can love for love s own sake and i am ashamed of you sir for your slanders and suspicions and i never stood here before nor never wanted to stand here when my dear son said no and i shouldn t be here now if it hadn t been for being brought here and for shame upon you oh for shame to accuse me of being a bad mother to my son with my son standing here to tell you so different,it is so still here rachael and the way is so untrodden that i think we must be the first who have been here all the summer and yet i don t know this has not been broken very long the wood is quite fresh where it gave way here are footsteps too o rachael,Cecilia Jupe; Josiah Bounderby; Mrs. Sparsit; Rachel Gradgrind; Thomas Gradgrind; Young Thomas,F,intermediate,F,major,HardTimes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
00172,Josiah Bounderby,Rachel Gradgrind,1281,1283,i don t exactly know how i come to be favoured with the attendance of the present company but i don t inquire when they re quite satisfied perhaps they ll be so good as to disperse whether they re satisfied or not perhaps they ll be so good as to disperse i m not bound to deliver a lecture on my family affairs i have not undertaken to do it and i m not a going to do it therefore those who expect any explanation whatever upon that branch of the subject will be disappointed particularly tom gradgrind and he can t know it too soon in reference to the bank robbery there has been a mistake made concerning my mother if there hadn t been over officiousness it wouldn t have been made and i hate over officiousness at all times whether or no good evening,what is the matter,Cecilia Jupe; Louisa Bounderby; Mrs. Sparsit; Rachel Gradgrind; The Old Woman; Thomas Gradgrind; Young Thomas,M,major,F,intermediate,HardTimes,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0
00173,Rachel Gradgrind,Stephen Blackpool,1293,1295,thou rt in great pain my own dear stephen,you ha heard i ha not forgot you ledy,Cecilia Jupe; Stephen Blackpool,F,intermediate,M,major,HardTimes,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
00174,Louisa Bounderby,Stephen Blackpool,1298,1300,he is here shall i bring him to you,often as i coom to myseln and found it shinin on me down there in my trouble i thowt it were the star as guided to our saviour s home i awmust think it be the very star,Rachel Gradgrind; Stephen Blackpool; The Old Woman,F,major,M,major,HardTimes,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0
00175,Stephen Blackpool,Rachel Gradgrind,1300,1302,often as i coom to myseln and found it shinin on me down there in my trouble i thowt it were the star as guided to our saviour s home i awmust think it be the very star,i will hold thy hand and keep beside thee stephen all the way,Rachel Gradgrind,M,major,F,intermediate,HardTimes,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1
00176,Rachel Gradgrind,Louisa Bounderby,1302,1304,i will hold thy hand and keep beside thee stephen all the way,i believe father he will not come back to town to night,Cecilia Jupe; Louisa Bounderby; Stephen Blackpool; Thomas Gradgrind,F,intermediate,F,major,HardTimes,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0
